symbol,side,direction,create_time,entry_time,exit_time,create_idx,entry_idx,exit_idx,entry_price,sl_price,tp_price,structural_stop_price,stop_distance_pips,stop_distance_atr,origin_swing_price,origin_swing_idx,sweep_price,sweep_idx,bos_break_price,bos_break_idx,bos_level,bos_direction,zone_low,zone_high,zone_size_atr,bars_since_fvg_creation,fvg_type,fvg_mid,pnl_r,holding_bars,exit_reason,mfe_r,mae_r
EURUSD,SHORT,-1,2015-03-18 08:00:00+00:00,2015-03-18 10:00:00+00:00,2015-03-18 11:00:00+00:00,30496,30498,30499,1.0612,1.05795,1.0547,1.05795,0.003249999999999975,2.29219143576833,1.05795,30496,1.05795,30497,1.05933,30497,1.05836,-1,1.06007,1.06024,0.13033953997810202,2,fvg_bearish,1.060155,1.0,1,sl_hit,0.6184615384614955,-0.049230769230818844
EURUSD,SHORT,-1,2015-04-09 19:00:00+00:00,2015-04-10 03:00:00+00:00,2015-04-10 04:00:00+00:00,30891,30899,30900,1.0674,1.06372,1.06004,1.06372,0.0036799999999999056,1.7259631490786864,1.06372,30893,1.06372,30894,1.06527,30894,1.07628,-1,1.067,1.0673,0.10550113036924143,8,fvg_bearish,1.0671499999999998,1.0,1,sl_hit,0.25815217391305184,-0.22282608695653913
EURUSD,LONG,1,2015-04-27 18:00:00+00:00,2015-04-27 20:00:00+00:00,2015-04-27 21:00:00+00:00,31178,31180,31181,1.08802,1.09261,1.0972000000000002,1.09261,0.004590000000000094,1.6326219512195523,1.09261,31160,1.09261,31179,1.09061,31179,1.08861,1,1.08642,1.08837,0.7860639216815978,2,fvg_bullish,1.087395,1.0,1,sl_hit,0.2723311546840845,-0.06753812636166147
EURUSD,SHORT,-1,2016-09-16 17:00:00+00:00,2016-09-19 16:00:00+00:00,2016-09-19 17:00:00+00:00,39846,39869,39870,1.1176,1.11494,1.1122800000000002,1.11494,0.0026599999999998847,2.781179985063403,1.11494,39851,1.11494,39853,1.11519,39853,1.12254,-1,1.11776,1.11816,0.32220943613345215,23,fvg_bearish,1.11796,1.0,1,sl_hit,0.0037593984961819178,-0.8157894736842479
EURUSD,SHORT,-1,2016-09-16 16:00:00+00:00,2016-09-19 17:00:00+00:00,2016-09-19 18:00:00+00:00,39845,39870,39871,1.11824,1.11494,1.1116400000000002,1.11494,0.0032999999999998586,3.1027535258562247,1.11494,39851,1.11494,39853,1.11519,39853,1.12254,-1,1.11877,1.12149,2.3191230207065514,25,fvg_bearish,1.12013,1.0,1,sl_hit,0.23636363636364738,-0.17575757575759085
EURUSD,SHORT,-1,2016-11-10 12:00:00+00:00,2016-11-10 13:00:00+00:00,2016-11-10 14:00:00+00:00,40777,40778,40779,1.08987,1.08873,1.08759,1.08873,0.0011399999999999189,0.5759653554672968,1.08873,40776,1.08873,40777,1.08998,40777,1.09067,-1,1.09066,1.0917,0.5572139303482166,1,fvg_bearish,1.09118,1.0,1,sl_hit,2.561403508771947,-1.0263157894738584
EURUSD,LONG,1,2017-06-16 18:00:00+00:00,2017-06-16 19:00:00+00:00,2017-06-16 20:00:00+00:00,44475,44476,44477,1.11885,1.11996,1.1210700000000002,1.11996,0.0011100000000001664,0.8031007751939198,1.11996,44474,1.11996,44475,1.11928,44475,1.11577,1,1.11767,1.11864,0.6992790937179161,1,fvg_bullish,1.118155,1.0,1,sl_hit,0.6036036036036667,-0.11711711711706665
EURUSD,LONG,1,2017-08-23 21:00:00+00:00,2017-08-23 23:00:00+00:00,2017-08-24 00:00:00+00:00,45630,45632,45633,1.18064,1.1823,1.18396,1.1823,0.0016599999999999948,0.9965694682675686,1.1823,45630,1.1823,45631,1.18175,45631,1.1766,1,1.18048,1.18068,0.12461059190029664,2,fvg_bullish,1.18058,1.0,1,sl_hit,0.3132530120482395,-0.012048192771029543
EURUSD,LONG,1,2017-08-28 19:00:00+00:00,2017-08-29 01:00:00+00:00,2017-08-29 02:00:00+00:00,45700,45706,45707,1.19676,1.19836,1.1999600000000001,1.19836,0.0016000000000000458,1.2662521198417083,1.19836,45702,1.19836,45705,1.1978,45705,1.19422,1,1.19575,1.19719,1.03917525773186,6,fvg_bullish,1.1964700000000001,1.0,1,sl_hit,0.1125000000000399,-0.7624999999999774
EURUSD,LONG,1,2017-12-26 09:00:00+00:00,2017-12-26 11:00:00+00:00,2017-12-26 12:00:00+00:00,47716,47718,47719,1.18606,1.18754,1.1890200000000002,1.18754,0.0014800000000001479,1.366754617414379,1.18754,47716,1.18754,47717,1.18689,47717,1.18618,1,1.18614,1.18666,0.4805280528053437,2,fvg_bullish,1.1864,1.0,1,sl_hit,0.006756756756800346,-0.3581081081080179
EURUSD,LONG,1,2018-02-13 07:00:00+00:00,2018-02-14 15:00:00+00:00,2018-02-14 16:00:00+00:00,48517,48549,48550,1.23037,1.23918,1.24799,1.23918,0.008809999999999985,4.485090909090925,1.23918,48539,1.23918,48540,1.23767,48540,1.23067,1,1.22969,1.22987,0.1392265193370716,32,fvg_bullish,1.2297799999999999,1.0,1,sl_hit,0.29965947786605907,-0.03632236095344796
EURUSD,SHORT,-1,2018-09-28 00:00:00+00:00,2018-09-28 03:00:00+00:00,2018-09-28 04:00:00+00:00,52418,52421,52422,1.16422,1.16328,1.1623400000000002,1.16328,0.0009399999999999409,0.6305701964541958,1.16328,52419,1.16328,52420,1.16356,52420,1.17257,-1,1.16411,1.16418,0.04049586776860306,3,fvg_bearish,1.164145,1.0,1,sl_hit,0.32978723404260846,-0.32978723404260846
EURUSD,LONG,1,2019-12-09 08:00:00+00:00,2019-12-09 19:00:00+00:00,2019-12-09 20:00:00+00:00,59811,59822,59823,1.10564,1.10775,1.10986,1.10775,0.0021100000000000563,2.8651794374393824,1.10775,59817,1.10775,59818,1.10749,59818,1.10603,1,1.10568,1.10581,0.278713629402653,11,fvg_bullish,1.105745,1.0,1,sl_hit,0.22748815165877875,-0.0663507109004859
EURUSD,LONG,1,2019-12-26 19:00:00+00:00,2019-12-26 22:00:00+00:00,2019-12-26 23:00:00+00:00,60103,60106,60107,1.11025,1.11087,1.11149,1.11087,0.0006200000000000649,0.9323308270677739,1.11087,60104,1.11087,60105,1.11027,60105,1.10944,1,1.10997,1.11018,0.3504171632896981,3,fvg_bullish,1.110075,1.0,1,sl_hit,0.08064516129048432,-1.2419354838707366
EURUSD,LONG,1,2020-02-21 17:00:00+00:00,2020-02-24 00:00:00+00:00,2020-02-24 01:00:00+00:00,61051,61057,61058,1.0829,1.08631,1.0897200000000002,1.08631,0.003410000000000135,1.9670374948497034,1.08631,61051,1.08631,61052,1.08539,61052,1.08195,1,1.08121,1.08366,1.765311374163745,6,fvg_bullish,1.082435,1.0,1,sl_hit,0.37243401759532374,-0.032258064516143735
EURUSD,SHORT,-1,2020-03-20 01:00:00+00:00,2020-03-20 03:00:00+00:00,2020-03-20 04:00:00+00:00,61512,61514,61515,1.06639,1.06534,1.06429,1.06534,0.0010499999999999954,0.21437946623887827,1.06534,61512,1.06534,61513,1.06543,61513,1.08014,-1,1.06699,1.06743,0.0827512090274038,2,fvg_bearish,1.0672100000000002,1.0,1,sl_hit,0.19047619047617034,-7.552380952380979
EURUSD,SHORT,-1,2020-10-06 22:00:00+00:00,2020-10-07 10:00:00+00:00,2020-10-07 11:00:00+00:00,64941,64953,64954,1.17663,1.17248,1.1683299999999999,1.17248,0.004150000000000098,2.843857072932099,1.17248,64947,1.17248,64948,1.1731,64948,1.17652,-1,1.176,1.1772,0.6078147612156726,12,fvg_bearish,1.1766,1.0,1,sl_hit,0.4048192771084545,-0.012048192771055974
EURUSD,LONG,1,2020-12-21 19:00:00+00:00,2020-12-22 05:00:00+00:00,2020-12-22 06:00:00+00:00,66227,66237,66238,1.22288,1.2252399999999999,1.2275999999999998,1.2252399999999999,0.0023599999999999177,1.569596199524885,1.2252399999999999,66229,1.2252399999999999,66230,1.22318,66230,1.22265,1,1.22199,1.22266,0.2308638936746837,10,fvg_bullish,1.222325,1.0,1,sl_hit,0.029661016949159718,-0.4194915254237631
EURUSD,LONG,1,2021-02-03 23:00:00+00:00,2021-02-04 00:00:00+00:00,2021-02-04 01:00:00+00:00,66942,66943,66944,1.20316,1.20478,1.2064,1.20478,0.0016199999999999548,1.2373158756137312,1.20478,66923,1.20478,66924,1.20417,66924,1.20322,1,1.2028699999999999,1.20307,0.14973262032100765,1,fvg_bullish,1.20297,1.0,1,sl_hit,0.6358024691358736,0.0
EURUSD,LONG,1,2021-03-11 11:00:00+00:00,2021-03-11 14:00:00+00:00,2021-03-11 15:00:00+00:00,67549,67552,67553,1.1954,1.19686,1.19832,1.19686,0.0014600000000000168,1.2320675105485626,1.19686,67548,1.19686,67549,1.19635,67549,1.19246,1,1.19461,1.19568,0.9505076142133372,3,fvg_bullish,1.1951450000000001,1.0,1,sl_hit,1.328767123287692,-0.7328767123288452
EURUSD,LONG,1,2021-03-16 07:00:00+00:00,2021-03-16 09:00:00+00:00,2021-03-16 10:00:00+00:00,67616,67618,67619,1.19293,1.19385,1.19477,1.19385,0.0009200000000000319,1.199255121042925,1.19385,67616,1.19385,67617,1.19348,67617,1.19372,1,1.19281,1.19327,0.45901639344276457,2,fvg_bullish,1.1930399999999999,1.0,1,sl_hit,0.02173913043468292,-1.5108695652173414
EURUSD,LONG,1,2021-04-23 22:00:00+00:00,2021-04-26 00:00:00+00:00,2021-04-26 01:00:00+00:00,68303,68305,68306,1.20941,1.20998,1.21055,1.20998,0.0005699999999999594,0.4947303161809946,1.20998,68303,1.20998,68304,1.20966,68304,1.20695,1,1.20863,1.20917,0.4075471698113128,2,fvg_bullish,1.2089,1.0,1,sl_hit,0.5263157894736638,-0.6315789473687081
EURUSD,SHORT,-1,2021-05-12 18:00:00+00:00,2021-05-13 03:00:00+00:00,2021-05-13 04:00:00+00:00,68611,68620,68621,1.20816,1.20654,1.20492,1.20654,0.0016199999999999548,0.8082679971489383,1.20654,68612,1.20654,68613,1.20746,68613,1.21153,-1,1.2082600000000001,1.20911,0.3923508077809751,9,fvg_bearish,1.208685,1.0,1,sl_hit,0.2777777777776864,-0.43209876543220027
EURUSD,SHORT,-1,2021-12-02 20:00:00+00:00,2021-12-02 21:00:00+00:00,2021-12-02 22:00:00+00:00,72114,72115,72116,1.1296599999999999,1.12954,1.12942,1.12954,0.00011999999999989797,0.08183146614703159,1.12954,72113,1.12954,72114,1.13036,72114,1.13069,-1,1.13038,1.13049,0.07758186397988674,1,fvg_bearish,1.1304349999999999,1.0,1,sl_hit,0.25,-6.666666666673452
EURUSD,LONG,1,2021-12-31 18:00:00+00:00,2022-01-03 03:00:00+00:00,2022-01-03 04:00:00+00:00,72609,72617,72618,1.13583,1.13861,1.14139,1.13861,0.0027800000000000047,1.6498516320475272,1.13861,72610,1.13861,72611,1.13843,72611,1.1344400000000001,1,1.13529,1.13588,0.3344129554656391,8,fvg_bullish,1.1355849999999998,1.0,1,sl_hit,0.010791366906545499,-0.5791366906474412
EURUSD,LONG,1,2023-03-06 17:00:00+00:00,2023-03-07 11:00:00+00:00,2023-03-07 12:00:00+00:00,79898,79916,79917,1.06565,1.06941,1.07317,1.06941,0.0037599999999999856,3.5712347354138316,1.06941,79900,1.06941,79914,1.06855,79914,1.06294,1,1.06579,1.06612,0.20782726045879865,18,fvg_bullish,1.065955,1.0,1,sl_hit,0.2579787234042338,-0.06648936170215011
EURUSD,LONG,1,2023-03-06 16:00:00+00:00,2023-03-07 14:00:00+00:00,2023-03-07 15:00:00+00:00,79897,79919,79920,1.06694,1.06941,1.07188,1.06941,0.0024699999999999722,2.008130081300789,1.06941,79900,1.06941,79914,1.06855,79914,1.06294,1,1.06427,1.065,0.49087415946198004,22,fvg_bullish,1.064635,1.0,1,sl_hit,0.09311740890686439,-0.6842105263157847
EURUSD,LONG,1,2023-06-26 14:00:00+00:00,2023-06-26 17:00:00+00:00,2023-06-26 18:00:00+00:00,81814,81817,81818,1.09083,1.09201,1.0931899999999999,1.09201,0.0011799999999999589,1.1207598371777103,1.09201,81815,1.09201,81816,1.09126,81816,1.09024,1,1.09011,1.09029,0.1748785565580125,3,fvg_bullish,1.0901999999999998,1.0,1,sl_hit,0.7966101694915031,-0.22881355932203548
EURUSD,LONG,1,2024-01-08 16:00:00+00:00,2024-01-08 20:00:00+00:00,2024-01-08 21:00:00+00:00,85124,85128,85129,1.09554,1.09788,1.10022,1.09788,0.0023400000000000087,1.7500000000000415,1.09788,85126,1.09788,85127,1.09646,85127,1.09523,1,1.09482,1.09495,0.11599745060564852,4,fvg_bullish,1.094885,1.0,1,sl_hit,0.3205128205128315,-0.10256410256410986
EURUSD,SHORT,-1,2024-03-20 12:00:00+00:00,2024-03-20 18:00:00+00:00,2024-03-20 19:00:00+00:00,86368,86374,86375,1.08546,1.08365,1.08184,1.08365,0.0018100000000000893,2.4318618042229017,1.08365,86368,1.08365,86369,1.08397,86369,1.08583,-1,1.08524,1.0865,1.975363941769355,6,fvg_bearish,1.08587,1.0,1,sl_hit,0.05524861878452158,-0.37016574585630685
EURUSD,SHORT,-1,2024-05-09 11:00:00+00:00,2024-05-09 13:00:00+00:00,2024-05-09 14:00:00+00:00,87231,87233,87234,1.07349,1.07262,1.0717499999999998,1.07262,0.0008700000000001484,1.467469879518288,1.07262,87231,1.07262,87232,1.07306,87232,1.07351,-1,1.07353,1.07362,0.16688741721840236,2,fvg_bearish,1.073575,1.0,1,sl_hit,1.2528735632182177,-0.14942528735625438
EURUSD,SHORT,-1,2024-05-23 21:00:00+00:00,2024-05-23 23:00:00+00:00,2024-05-24 00:00:00+00:00,87481,87483,87484,1.0812,1.08049,1.07978,1.08049,0.0007099999999999884,0.540511147362691,1.08049,87481,1.08049,87482,1.08102,87482,1.08124,-1,1.08138,1.0818,0.3213114754099029,2,fvg_bearish,1.08159,1.0,1,sl_hit,0.5211267605633627,-0.028169014084692044
EURUSD,SHORT,-1,2024-05-23 20:00:00+00:00,2024-05-24 10:00:00+00:00,2024-05-24 11:00:00+00:00,87480,87494,87495,1.08243,1.08049,1.07855,1.08049,0.0019400000000000528,3.3572311495671188,1.08049,87481,1.08049,87482,1.08102,87482,1.08124,-1,1.08202,1.08205,0.023359288097866828,14,fvg_bearish,1.0820349999999999,1.0,1,sl_hit,0.2371134020618002,-0.20618556701028096
EURUSD,SHORT,-1,2024-06-10 07:00:00+00:00,2024-06-10 09:00:00+00:00,2024-06-10 10:00:00+00:00,87755,87757,87758,1.07519,1.07481,1.07443,1.07481,0.00038000000000004697,0.3794579172611046,1.07481,87755,1.07481,87756,1.07535,87756,1.07625,-1,1.07558,1.07667,1.0845771144279108,2,fvg_bearish,1.076125,1.0,1,sl_hit,1.0263157894738533,-3.84210526315688
EURUSD,SHORT,-1,2024-10-28 06:00:00+00:00,2024-10-28 09:00:00+00:00,2024-10-28 10:00:00+00:00,90148,90151,90152,1.0794,1.07821,1.0770199999999999,1.07821,0.0011900000000000244,1.5687382297552002,1.07821,90148,1.07821,90150,1.07881,90150,1.08139,-1,1.079,1.07901,0.010997643362209196,3,fvg_bearish,1.079005,1.0,1,sl_hit,0.07563025210077448,-0.9663865546218158
EURUSD,SHORT,-1,2024-10-25 19:00:00+00:00,2024-10-28 11:00:00+00:00,2024-10-28 12:00:00+00:00,90137,90153,90154,1.0819,1.07821,1.0745199999999997,1.07821,0.003690000000000193,4.007757951900887,1.07821,90148,1.07821,90150,1.07881,90150,1.08139,-1,1.08123,1.08268,1.3904109589043443,16,fvg_bearish,1.081955,1.0,1,sl_hit,0.28726287262872774,-0.024390243902417008
EURUSD,SHORT,-1,2024-11-06 13:00:00+00:00,2024-11-06 20:00:00+00:00,2024-11-06 21:00:00+00:00,90323,90330,90331,1.07531,1.06823,1.06115,1.06823,0.007079999999999975,2.1487101669195776,1.06823,90324,1.06823,90325,1.07098,90325,1.08723,-1,1.07469,1.0749900000000001,0.06702840727741222,7,fvg_bearish,1.07484,1.0,1,sl_hit,0.3262711864406839,-0.0014124293785403314
EURUSD,LONG,1,2025-01-14 21:00:00+00:00,2025-01-15 04:00:00+00:00,2025-01-15 05:00:00+00:00,91453,91460,91461,1.02972,1.03085,1.0319800000000001,1.03085,0.0011300000000000754,0.7724609375000328,1.03085,91455,1.03085,91457,1.03061,91457,1.0275,1,1.02913,1.02961,0.264984227129232,7,fvg_bullish,1.0293700000000001,1.0,1,sl_hit,0.460176991150479,-0.08849557522122328
EURUSD,LONG,1,2025-04-28 20:00:00+00:00,2025-04-29 03:00:00+00:00,2025-04-29 04:00:00+00:00,93228,93235,93236,1.13998,1.14248,1.1449799999999999,1.14248,0.0024999999999999467,1.1904761904761525,1.14248,93230,1.14248,93231,1.14179,93231,1.13809,1,1.13924,1.1400299999999999,0.30824972129313655,7,fvg_bullish,1.139635,1.0,1,sl_hit,0.35600000000003057,-0.4959999999999737
EURUSD,LONG,1,2025-08-07 08:00:00+00:00,2025-08-07 09:00:00+00:00,2025-08-07 10:00:00+00:00,94968,94969,94970,1.16761,1.16765,1.1676900000000001,1.16765,4.0000000000040004e-05,0.03389830508477902,1.16765,94967,1.16765,94968,1.16751,94968,1.16686,1,1.16654,1.16685,0.2535046728972192,1,fvg_bullish,1.1666949999999998,1.0,1,sl_hit,37.99999999996114,-6.7499999999930616
EURUSD,LONG,1,2025-08-11 06:00:00+00:00,2025-08-11 09:00:00+00:00,2025-08-11 10:00:00+00:00,95014,95017,95018,1.16643,1.16754,1.16865,1.16754,0.0011099999999999444,1.136795903438123,1.16754,95014,1.16754,95015,1.1672,95015,1.16678,1,1.16589,1.16649,0.5266457680250161,3,fvg_bullish,1.16619,1.0,1,sl_hit,0.1441441441440955,-1.6486486486487297
EURUSD,LONG,1,2026-02-09 02:00:00+00:00,2026-02-09 04:00:00+00:00,2026-02-09 05:00:00+00:00,98082,98084,98085,1.18197,1.18336,1.18475,1.18336,0.0013900000000000023,1.2619974059663353,1.18336,98082,1.18336,98083,1.18256,98083,1.18262,1,1.18142,1.1824,0.9276538201487817,2,fvg_bullish,1.1819099999999998,1.0,1,sl_hit,0.38129496402887814,-0.10071942446045234
GBPUSD,SHORT,-1,2010-12-15 07:00:00+00:00,2010-12-15 09:00:00+00:00,2010-12-15 10:00:00+00:00,4136,4138,4139,1.57551,1.57119,1.5668700000000002,1.57119,0.0043199999999998795,2.0073016926650626,1.57119,4136,1.57119,4137,1.57214,4137,1.5738400000000001,-1,1.57489,1.57571,0.4272422776330747,2,fvg_bearish,1.5753,1.0,1,sl_hit,1.56481481481483,-0.2708333333333676
