<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.07.10	17:11:36.203		4099.38			4
2026.07.10	17:11:36.552	4099.10	4099.40			6
2026.07.10	17:11:36.603	4099.06	4099.35			6
2026.07.10	17:11:36.800	4099.00	4099.37			6
2026.07.10	17:11:36.850	4099.04	4099.34			6
2026.07.10	17:11:36.948		4099.39			4
2026.07.10	17:11:37.000	4099.00	4099.36			6
2026.07.10	17:11:37.051	4099.06				2
2026.07.10	17:11:37.298	4099.09	4099.39			6
2026.07.10	17:11:37.404	4099.08	4099.38			6
2026.07.10	17:11:37.452	4099.07	4099.35			6
2026.07.10	17:11:37.501	4099.06				2
2026.07.10	17:11:37.550	4099.08	4099.38			6
2026.07.10	17:11:37.650	4099.06	4099.36			6
2026.07.10	17:11:38.100	4099.00	4099.35			6
2026.07.10	17:11:38.200	4099.06	4099.36			6
2026.07.10	17:11:38.250		4099.39			4
2026.07.10	17:11:38.300		4099.38			4
2026.07.10	17:11:38.353	4099.05	4099.35			6
2026.07.10	17:11:38.451	4099.07	4099.37			6
2026.07.10	17:11:38.700	4099.33	4099.57			6
2026.07.10	17:11:38.751	4099.26	4099.52			6
2026.07.10	17:11:38.850		4099.51			4
2026.07.10	17:11:38.899	4099.25	4099.49			6
2026.07.10	17:11:39.098	4099.27	4099.52			6
2026.07.10	17:11:39.152	4099.38	4099.62			6
2026.07.10	17:11:39.200	4099.35	4099.59			6
2026.07.10	17:11:39.251	4099.29	4099.57			6
2026.07.10	17:11:39.451		4099.59			4
2026.07.10	17:11:39.502	4099.30	4099.65			6
2026.07.10	17:11:39.551	4099.36	4099.60			6
2026.07.10	17:11:39.652	4099.37	4099.67			6
2026.07.10	17:11:39.701	4099.31				2
2026.07.10	17:11:39.751	4099.33	4099.63			6
2026.07.10	17:11:39.852		4099.65			4
2026.07.10	17:11:40.955	4099.29				2
2026.07.10	17:11:41.301	4099.32	4099.62			6
2026.07.10	17:11:41.352	4099.28	4099.63			6
2026.07.10	17:11:41.502	4099.27				2
2026.07.10	17:11:41.550	4099.22	4099.57			6
2026.07.10	17:11:41.706		4099.59			4
2026.07.10	17:11:41.804	4099.28	4099.58			6
2026.07.10	17:11:42.304	4099.31	4099.60			6
2026.07.10	17:11:42.402		4099.66			4
2026.07.10	17:11:42.503	4099.33	4099.63			6
2026.07.10	17:11:42.658	4099.45	4099.69			6
2026.07.10	17:11:42.706	4099.36	4099.62			6
2026.07.10	17:11:42.756	4099.30	4099.60			6
2026.07.10	17:11:42.805	4099.32	4099.62			6
2026.07.10	17:11:42.856	4099.31	4099.67			6
2026.07.10	17:11:42.905	4099.44	4099.68			6
2026.07.10	17:11:42.954	4099.37				2
2026.07.10	17:11:43.107	4099.36	4099.64			6
2026.07.10	17:11:43.352	4099.37	4099.67			6
2026.07.10	17:11:43.403	4099.42	4099.66			6
2026.07.10	17:11:43.453	4099.40	4099.65			6
2026.07.10	17:11:43.753	4099.42	4099.66			6
2026.07.10	17:11:44.008	4099.46	4099.70			6
2026.07.10	17:11:44.061	4099.48	4099.72			6
2026.07.10	17:11:44.113	4099.27	4099.62			6
2026.07.10	17:11:44.158	4099.28	4099.63			6
2026.07.10	17:11:44.205	4099.30	4099.66			6
2026.07.10	17:11:44.255	4099.35	4099.65			6
2026.07.10	17:11:44.355	4099.30	4099.62			6
2026.07.10	17:11:44.457		4099.65			4
2026.07.10	17:11:44.507	4099.47	4099.71			6
2026.07.10	17:11:44.558	4099.44				2
2026.07.10	17:11:44.807	4099.40	4099.69			6
2026.07.10	17:11:45.061	4099.26	4099.57			6
2026.07.10	17:11:45.109	4099.28				2
2026.07.10	17:11:45.157		4099.66			4
2026.07.10	17:11:45.207	4099.29	4099.63			6
2026.07.10	17:11:45.260	4099.28	4099.60			6
2026.07.10	17:11:45.359		4099.65			4
2026.07.10	17:11:45.409	4099.42	4099.71			6
2026.07.10	17:11:45.465	4099.40	4099.73			6
2026.07.10	17:11:45.508	4099.41	4099.75			6
2026.07.10	17:11:45.560	4099.40	4099.69			6
2026.07.10	17:11:45.658	4099.41				2
2026.07.10	17:11:45.757		4099.71			4
2026.07.10	17:11:45.858	4099.40	4099.70			6
2026.07.10	17:11:46.160	4099.44	4099.68			6
2026.07.10	17:11:46.558	4099.40	4099.77			6
2026.07.10	17:11:46.607		4099.69			4
2026.07.10	17:11:46.707		4099.70			4
2026.07.10	17:11:46.857		4099.72			4
2026.07.10	17:11:47.558		4099.71			4
2026.07.10	17:11:47.761	4099.44				2
2026.07.10	17:11:48.112	4099.61	4099.84			6
2026.07.10	17:11:48.161	4099.75	4100.00			6
2026.07.10	17:11:48.211	4099.76				2
2026.07.10	17:11:48.261	4099.70	4100.10			6
2026.07.10	17:11:48.310	4099.67	4100.01			6
2026.07.10	17:11:48.361	4099.68	4100.02			6
2026.07.10	17:11:48.410		4100.05			4
2026.07.10	17:11:48.760	4099.67	4100.03			6
2026.07.10	17:11:48.810		4100.04			4
2026.07.10	17:11:48.860		4100.01			4
2026.07.10	17:11:48.911		4100.07			4
2026.07.10	17:11:48.961	4099.69	4100.13			6
2026.07.10	17:11:49.010	4099.70	4100.09			6
2026.07.10	17:11:49.062		4100.11			4
2026.07.10	17:11:49.558		4100.07			4
2026.07.10	17:11:49.612		4100.06			4
2026.07.10	17:11:49.760		4100.10			4
2026.07.10	17:11:49.911		4100.09			4
2026.07.10	17:11:50.011		4100.12			4
2026.07.10	17:11:50.066		4100.10			4
2026.07.10	17:11:50.116	4099.78	4100.16			6
2026.07.10	17:11:50.166	4099.89	4100.18			6
2026.07.10	17:11:50.215	4099.91	4100.20			6
2026.07.10	17:11:50.264	4099.87				2
2026.07.10	17:11:50.314		4100.21			4
2026.07.10	17:11:50.465	4099.90	4100.19			6
2026.07.10	17:11:50.514	4099.83	4100.17			6
2026.07.10	17:11:50.562	4099.80	4100.15			6
2026.07.10	17:11:50.866		4100.19			4
2026.07.10	17:11:50.914	4099.87				2
2026.07.10	17:11:50.963	4099.86	4100.20			6
2026.07.10	17:11:51.065	4099.82	4100.16			6
2026.07.10	17:11:51.114	4099.86	4100.17			6
2026.07.10	17:11:51.214	4099.82				2
2026.07.10	17:11:51.615	4099.78				2
2026.07.10	17:11:51.715		4100.18			4
2026.07.10	17:11:52.069		4100.16			4
2026.07.10	17:11:52.118		4100.17			4
2026.07.10	17:11:52.469	4099.85	4100.19			6
2026.07.10	17:11:52.668	4099.83	4100.17			6
2026.07.10	17:11:52.717		4100.18			4
2026.07.10	17:11:52.767	4099.91	4100.19			6
2026.07.10	17:11:52.817	4099.87	4100.21			6
2026.07.10	17:11:53.068	4099.92				2
2026.07.10	17:11:53.571	4099.82	4100.05			6
2026.07.10	17:11:53.627	4099.68	4099.95			6
2026.07.10	17:11:53.674	4099.55	4099.89			6
2026.07.10	17:11:53.723	4099.43	4099.77			6
2026.07.10	17:11:53.819	4099.42	4099.71			6
2026.07.10	17:11:53.874		4099.72			4
2026.07.10	17:11:53.923	4099.40	4099.76			6
2026.07.10	17:11:53.972	4099.41				2
2026.07.10	17:11:54.019	4099.37	4099.73			6
2026.07.10	17:11:54.069	4099.42	4099.75			6
2026.07.10	17:11:54.120	4099.46	4099.80			6
2026.07.10	17:11:54.171	4099.47	4099.81			6
2026.07.10	17:11:54.518		4099.78			4
2026.07.10	17:11:54.622	4099.38	4099.67			6
2026.07.10	17:11:54.671	4099.32	4099.66			6
2026.07.10	17:11:54.771		4099.69			4
2026.07.10	17:11:54.822	4099.34				2
2026.07.10	17:11:54.873	4099.36	4099.66			6
2026.07.10	17:11:55.270	4099.35	4099.69			6
2026.07.10	17:11:55.322	4099.39	4099.68			6
2026.07.10	17:11:55.623	4099.41	4099.70			6
2026.07.10	17:11:55.676	4099.52	4099.75			6
2026.07.10	17:11:55.774	4099.48	4099.72			6
2026.07.10	17:11:55.825	4099.29	4099.62			6
2026.07.10	17:11:55.923	4099.30	4099.60			6
2026.07.10	17:11:56.225	4099.32				2
2026.07.10	17:11:56.273	4099.33	4099.62			6
2026.07.10	17:11:56.331	4099.54	4099.82			6
2026.07.10	17:11:56.387	4099.49	4099.73			6
2026.07.10	17:11:56.430	4099.46	4099.74			6
2026.07.10	17:11:56.776	4099.52	4099.76			6
2026.07.10	17:11:56.828	4099.53	4099.77			6
2026.07.10	17:11:56.877	4099.50	4099.73			6
2026.07.10	17:11:56.925		4099.75			4
2026.07.10	17:11:56.976	4099.53	4099.76			6
2026.07.10	17:11:57.025		4099.78			4
2026.07.10	17:11:57.075	4099.51	4099.75			6
2026.07.10	17:11:57.177	4099.44	4099.72			6
2026.07.10	17:11:57.283	4099.48				2
2026.07.10	17:11:57.331	4099.58	4099.81			6
2026.07.10	17:11:57.430	4099.56	4099.80			6
2026.07.10	17:11:57.479		4099.82			4
2026.07.10	17:11:57.677	4099.45	4099.74			6
2026.07.10	17:11:57.829	4099.50	4099.75			6
2026.07.10	17:11:57.978	4099.44	4099.72			6
2026.07.10	17:11:58.079	4099.25	4099.62			6
2026.07.10	17:11:58.128	4099.30	4099.65			6
2026.07.10	17:11:58.380		4099.67			4
2026.07.10	17:11:58.427	4099.29				2
2026.07.10	17:11:58.781		4099.64			4
2026.07.10	17:11:58.831	4099.34	4099.63			6
2026.07.10	17:11:58.881	4099.31	4099.64			6
2026.07.10	17:11:59.082		4099.67			4
2026.07.10	17:11:59.132	4099.27	4099.64			6
2026.07.10	17:11:59.981	4099.32	4099.61			6
2026.07.10	17:12:00.032	4099.32				2
2026.07.10	17:12:00.088	4099.33	4099.58			6
2026.07.10	17:12:00.135	4099.28				2
2026.07.10	17:12:00.186		4099.60			4
2026.07.10	17:12:00.234	4099.20	4099.49			6
2026.07.10	17:12:00.290	4099.07	4099.41			6
2026.07.10	17:12:00.337		4099.43			4
2026.07.10	17:12:00.386		4099.46			4
2026.07.10	17:12:00.435	4099.09	4099.43			6
2026.07.10	17:12:00.535	4099.16	4099.45			6
2026.07.10	17:12:00.688	4099.28	4099.51			6
2026.07.10	17:12:00.737		4099.52			4
2026.07.10	17:12:00.786	4099.29				2
2026.07.10	17:12:00.837	4099.34	4099.57			6
2026.07.10	17:12:00.983	4099.32	4099.56			6
2026.07.10	17:12:01.037	4099.40	4099.64			6
2026.07.10	17:12:01.085	4099.39	4099.63			6
2026.07.10	17:12:01.283	4099.35	4099.59			6
2026.07.10	17:12:01.337	4099.28	4099.62			6
2026.07.10	17:12:01.388	4099.30	4099.59			6
2026.07.10	17:12:01.487	4099.34	4099.63			6
2026.07.10	17:12:01.535	4099.25	4099.54			6
2026.07.10	17:12:01.587		4099.51			4
2026.07.10	17:12:01.638	4099.34	4099.60			6
2026.07.10	17:12:01.692	4099.39	4099.68			6
2026.07.10	17:12:01.735	4099.43				2
2026.07.10	17:12:01.788	4099.44	4099.69			6
2026.07.10	17:12:02.135	4099.52	4099.79			6
2026.07.10	17:12:02.188		4099.77			4
2026.07.10	17:12:02.237	4099.53	4099.76			6
2026.07.10	17:12:02.288	4099.50	4099.74			6
2026.07.10	17:12:02.336	4099.47	4099.75			6
2026.07.10	17:12:02.686		4099.77			4
2026.07.10	17:12:02.835	4099.45	4099.74			6
2026.07.10	17:12:02.889	4099.57	4099.82			6
2026.07.10	17:12:02.941	4099.62	4099.88			6
2026.07.10	17:12:02.989	4099.63				2
2026.07.10	17:12:03.036	4099.61	4099.85			6
2026.07.10	17:12:03.088	4099.59	4099.83			6
2026.07.10	17:12:03.135	4099.61	4099.84			6
2026.07.10	17:12:03.238	4099.57	4099.81			6
2026.07.10	17:12:03.290	4099.54	4099.83			6
2026.07.10	17:12:03.441	4099.51	4099.79			6
2026.07.10	17:12:03.587	4099.47	4099.81			6
2026.07.10	17:12:03.640	4099.38	4099.61			6
2026.07.10	17:12:03.690	4099.25	4099.62			6
2026.07.10	17:12:03.737	4099.04	4099.50			6
2026.07.10	17:12:03.788	4099.13	4099.42			6
2026.07.10	17:12:03.889	4098.90	4099.30			6
2026.07.10	17:12:03.938	4098.87	4099.26			6
2026.07.10	17:12:03.988	4098.89	4099.27			6
2026.07.10	17:12:04.040	4099.21	4099.50			6
2026.07.10	17:12:04.088	4099.12	4099.46			6
2026.07.10	17:12:04.138	4099.09	4099.43			6
2026.07.10	17:12:04.239	4099.10	4099.45			6
2026.07.10	17:12:04.288	4099.14	4099.43			6
2026.07.10	17:12:04.390	4099.10	4099.39			6
2026.07.10	17:12:04.439	4098.91	4099.27			6
2026.07.10	17:12:04.489	4099.03	4099.26			6
2026.07.10	17:12:04.545	4098.88	4099.24			6
2026.07.10	17:12:04.596	4098.42	4098.79			6
2026.07.10	17:12:04.647		4098.66			4
2026.07.10	17:12:04.694	4098.36	4098.63			6
2026.07.10	17:12:04.744	4098.37	4098.62			6
2026.07.10	17:12:04.791	4098.33	4098.67			6
2026.07.10	17:12:04.844	4098.47	4098.71			6
2026.07.10	17:12:04.893		4098.73			4
2026.07.10	17:12:04.946	4098.46	4098.70			6
2026.07.10	17:12:04.990	4098.36				2
2026.07.10	17:12:05.042	4098.64	4098.93			6
2026.07.10	17:12:05.092	4098.66	4099.01			6
2026.07.10	17:12:05.142	4098.50	4098.83			6
2026.07.10	17:12:05.190	4098.49				2
2026.07.10	17:12:05.291	4098.48	4098.82			6
2026.07.10	17:12:05.339	4098.56	4098.80			6
2026.07.10	17:12:05.391	4098.55	4098.78			6
2026.07.10	17:12:05.540	4098.56	4098.80			6
2026.07.10	17:12:05.589	4098.59	4098.82			6
2026.07.10	17:12:05.641	4098.61	4098.85			6
2026.07.10	17:12:05.741	4098.59	4098.83			6
2026.07.10	17:12:05.789	4098.61	4098.84			6
2026.07.10	17:12:05.839	4098.59	4098.82			6
2026.07.10	17:12:05.890	4098.57	4098.81			6
2026.07.10	17:12:05.944	4098.50	4098.74			6
2026.07.10	17:12:05.991	4098.51				2
2026.07.10	17:12:06.042	4098.54	4098.78			6
2026.07.10	17:12:06.091		4098.77			4
2026.07.10	17:12:06.141	4098.61	4098.84			6
2026.07.10	17:12:06.340	4098.63	4098.87			6
2026.07.10	17:12:06.388	4098.62	4098.85			6
2026.07.10	17:12:06.438	4098.57	4098.81			6
2026.07.10	17:12:06.592	4098.85	4099.16			6
2026.07.10	17:12:06.640	4098.75	4099.04			6
2026.07.10	17:12:06.690	4098.79	4099.03			6
2026.07.10	17:12:06.740	4098.80	4099.04			6
2026.07.10	17:12:06.791	4098.83	4099.07			6
2026.07.10	17:12:06.838	4098.74	4099.09			6
2026.07.10	17:12:06.889	4098.87	4099.10			6
2026.07.10	17:12:06.939	4098.71	4099.05			6
2026.07.10	17:12:06.988	4098.67	4099.03			6
2026.07.10	17:12:07.090	4098.71	4098.94			6
2026.07.10	17:12:07.192	4098.72	4098.96			6
2026.07.10	17:12:07.239	4098.71	4098.94			6
2026.07.10	17:12:07.290	4098.72	4098.96			6
2026.07.10	17:12:07.389	4098.71	4098.94			6
2026.07.10	17:12:07.440		4098.96			4
2026.07.10	17:12:07.490	4098.70	4098.93			6
2026.07.10	17:12:07.589	4098.72	4098.96			6
2026.07.10	17:12:07.639	4098.70	4098.94			6
2026.07.10	17:12:07.689	4098.72	4098.95			6
2026.07.10	17:12:07.743	4098.71	4098.94			6
2026.07.10	17:12:07.827		4098.96			4
2026.07.10	17:12:07.828		4099.06			4
2026.07.10	17:12:07.828		4099.11			4
2026.07.10	17:12:07.836		4099.16			4
2026.07.10	17:12:07.836		4099.19			4
2026.07.10	17:12:08.043	4098.70	4098.95			6
2026.07.10	17:12:08.089		4098.97			4
2026.07.10	17:12:08.144	4098.67	4098.95			6
2026.07.10	17:12:08.191	4098.72	4098.98			6
2026.07.10	17:12:08.441	4098.66	4098.95			6
2026.07.10	17:12:08.490	4098.71				2
2026.07.10	17:12:08.541	4098.73	4098.96			6
2026.07.10	17:12:08.641		4098.98			4
2026.07.10	17:12:08.793	4098.76	4098.99			6
2026.07.10	17:12:08.940	4098.73	4098.97			6
2026.07.10	17:12:09.088		4098.99			4
2026.07.10	17:12:09.143		4098.97			4
2026.07.10	17:12:09.192	4098.72	4098.95			6
2026.07.10	17:12:09.243	4098.71				2
2026.07.10	17:12:09.292	4098.76	4099.00			6
2026.07.10	17:12:09.342		4098.99			4
2026.07.10	17:12:09.392	4098.74	4098.98			6
2026.07.10	17:12:09.441	4098.73	4098.97			6
2026.07.10	17:12:09.492	4098.80	4099.04			6
2026.07.10	17:12:09.540	4098.79	4099.02			6
2026.07.10	17:12:09.642	4098.77	4099.01			6
2026.07.10	17:12:09.693	4098.61	4098.93			6
2026.07.10	17:12:09.842	4098.66	4099.00			6
2026.07.10	17:12:09.894	4098.73	4098.96			6
2026.07.10	17:12:09.942	4098.67	4098.90			6
2026.07.10	17:12:09.993	4098.58	4098.92			6
2026.07.10	17:12:10.043		4098.94			4
2026.07.10	17:12:10.149	4098.48	4098.85			6
2026.07.10	17:12:10.194		4098.83			4
2026.07.10	17:12:10.244	4098.51	4098.85			6
2026.07.10	17:12:10.293		4098.86			4
2026.07.10	17:12:10.342	4098.61	4098.84			6
2026.07.10	17:12:10.446	4098.80	4099.03			6
2026.07.10	17:12:10.495	4098.76	4099.00			6
2026.07.10	17:12:10.546	4098.75	4098.98			6
2026.07.10	17:12:10.595	4098.76	4099.00			6
2026.07.10	17:12:10.944	4098.85	4099.10			6
2026.07.10	17:12:10.995	4098.75	4099.09			6
2026.07.10	17:12:11.045		4099.06			4
2026.07.10	17:12:11.094	4098.76	4099.00			6
2026.07.10	17:12:11.195	4098.78	4099.01			6
2026.07.10	17:12:11.244	4098.76	4099.00			6
2026.07.10	17:12:11.295	4098.78	4099.01			6
2026.07.10	17:12:11.349	4098.82	4099.06			6
2026.07.10	17:12:11.399		4099.05			4
2026.07.10	17:12:11.447	4098.75	4099.00			6
2026.07.10	17:12:11.550	4098.79	4099.05			6
2026.07.10	17:12:11.597	4098.83	4099.06			6
2026.07.10	17:12:11.648	4098.84	4099.08			6
2026.07.10	17:12:12.094	4098.86	4099.09			6
2026.07.10	17:12:12.298	4098.83	4099.08			6
2026.07.10	17:12:12.446	4098.87	4099.10			6
2026.07.10	17:12:12.497	4098.84	4099.08			6
2026.07.10	17:12:12.545	4098.82	4099.06			6
2026.07.10	17:12:12.646	4098.85	4099.08			6
2026.07.10	17:12:12.847	4098.96	4099.23			6
2026.07.10	17:12:12.898	4098.93	4099.18			6
2026.07.10	17:12:12.945	4098.94	4099.20			6
2026.07.10	17:12:12.995	4098.88	4099.24			6
2026.07.10	17:12:13.045		4099.19			4
2026.07.10	17:12:13.096		4099.14			4
2026.07.10	17:12:13.145	4098.70	4099.06			6
2026.07.10	17:12:13.347	4098.69	4099.04			6
2026.07.10	17:12:13.396	4098.70	4099.07			6
2026.07.10	17:12:13.546	4098.75	4099.10			6
2026.07.10	17:12:13.596	4098.74	4099.06			6
2026.07.10	17:12:13.646		4099.08			4
2026.07.10	17:12:13.695	4098.67	4099.06			6
2026.07.10	17:12:13.746	4098.74	4099.08			6
2026.07.10	17:12:13.797	4098.67	4099.05			6
2026.07.10	17:12:13.845		4099.02			4
2026.07.10	17:12:13.948	4098.40	4098.74			6
2026.07.10	17:12:13.996	4098.44	4098.73			6
2026.07.10	17:12:14.045	4098.37	4098.70			6
2026.07.10	17:12:14.097	4098.50	4098.74			6
2026.07.10	17:12:14.144	4098.40				2
2026.07.10	17:12:14.196	4098.37	4098.71			6
2026.07.10	17:12:14.298	4098.41	4098.72			6
2026.07.10	17:12:14.345	4098.40	4098.70			6
2026.07.10	17:12:14.394	4098.43	4098.71			6
2026.07.10	17:12:14.495	4098.39	4098.74			6
2026.07.10	17:12:15.001	4098.54	4098.77			6
2026.07.10	17:12:15.097	4098.52	4098.76			6
2026.07.10	17:12:15.148	4098.51	4098.74			6
2026.07.10	17:12:15.199	4098.45	4098.78			6
2026.07.10	17:12:15.250	4098.62	4098.85			6
2026.07.10	17:12:15.300		4098.87			4
2026.07.10	17:12:15.351	4098.55	4098.84			6
2026.07.10	17:12:15.451		4098.80			4
2026.07.10	17:12:15.501	4098.42	4098.76			6
2026.07.10	17:12:15.698		4098.72			4
2026.07.10	17:12:15.750		4098.74			4
2026.07.10	17:12:16.147	4098.37				2
2026.07.10	17:12:16.197	4098.38	4098.72			6
2026.07.10	17:12:16.249		4098.73			4
2026.07.10	17:12:16.502	4098.41	4098.70			6
2026.07.10	17:12:16.551	4098.34	4098.68			6
2026.07.10	17:12:16.599	4098.36	4098.70			6
2026.07.10	17:12:17.049	4098.39	4098.74			6
2026.07.10	17:12:17.099		4098.72			4
2026.07.10	17:12:17.304	4098.37	4098.70			6
2026.07.10	17:12:17.649	4098.38	4098.67			6
2026.07.10	17:12:17.803	4098.45	4098.68			6
2026.07.10	17:12:17.960	4098.46	4098.69			6
2026.07.10	17:12:18.004	4098.48	4098.72			6
2026.07.10	17:12:18.104	4098.47	4098.70			6
2026.07.10	17:12:18.151	4098.45	4098.68			6
2026.07.10	17:12:18.204	4098.42	4098.65			6
2026.07.10	17:12:18.256	4098.38	4098.67			6
2026.07.10	17:12:18.304	4098.16	4098.57			6
2026.07.10	17:12:18.357	4098.14	4098.53			6
2026.07.10	17:12:18.401	4098.27	4098.50			6
2026.07.10	17:12:18.451	4098.25	4098.49			6
2026.07.10	17:12:18.649	4098.28	4098.52			6
2026.07.10	17:12:18.852	4098.09	4098.44			6
2026.07.10	17:12:18.901	4098.07				2
2026.07.10	17:12:18.952	4098.16	4098.45			6
2026.07.10	17:12:19.004	4098.09	4098.44			6
2026.07.10	17:12:19.105	4098.28	4098.51			6
2026.07.10	17:12:19.152	4098.29	4098.53			6
2026.07.10	17:12:19.202	4098.25				2
2026.07.10	17:12:19.452	4098.29	4098.52			6
2026.07.10	17:12:19.504	4098.23	4098.47			6
2026.07.10	17:12:19.551	4098.26	4098.49			6
2026.07.10	17:12:19.601	4098.28	4098.51			6
2026.07.10	17:12:19.654	4098.37	4098.60			6
2026.07.10	17:12:19.702	4098.41	4098.64			6
2026.07.10	17:12:19.751	4098.40				2
2026.07.10	17:12:20.051	4098.37	4098.61			6
2026.07.10	17:12:20.153	4098.49	4098.73			6
2026.07.10	17:12:20.203	4098.51	4098.74			6
2026.07.10	17:12:20.303	4098.49	4098.72			6
2026.07.10	17:12:20.357	4098.48	4098.73			6
2026.07.10	17:12:20.403	4098.49	4098.72			6
2026.07.10	17:12:20.502	4098.47	4098.70			6
2026.07.10	17:12:20.554	4098.48	4098.72			6
2026.07.10	17:12:20.605	4098.43	4098.71			6
2026.07.10	17:12:20.656	4098.42	4098.65			6
2026.07.10	17:12:20.710	4098.34	4098.64			6
2026.07.10	17:12:20.757		4098.65			4
2026.07.10	17:12:20.808	4098.15	4098.48			6
2026.07.10	17:12:20.855	4098.28	4098.52			6
2026.07.10	17:12:20.903	4098.29				2
2026.07.10	17:12:21.003	4098.27	4098.51			6
2026.07.10	17:12:21.056	4098.30	4098.54			6
2026.07.10	17:12:21.153	4098.32	4098.55			6
2026.07.10	17:12:21.355	4098.17	4098.53			6
2026.07.10	17:12:21.406	4098.32	4098.55			6
2026.07.10	17:12:21.656	4098.33	4098.56			6
2026.07.10	17:12:21.711	4098.44	4098.67			6
2026.07.10	17:12:21.757		4098.72			4
2026.07.10	17:12:21.806	4098.46	4098.70			6
2026.07.10	17:12:21.856	4098.39	4098.68			6
2026.07.10	17:12:21.911	4098.40	4098.69			6
2026.07.10	17:12:22.056	4098.42	4098.71			6
2026.07.10	17:12:22.108		4098.67			4
2026.07.10	17:12:22.255	4098.43	4098.66			6
2026.07.10	17:12:22.655	4098.22	4098.61			6
2026.07.10	17:12:22.705	4098.31	4098.60			6
2026.07.10	17:12:22.755	4098.30	4098.58			6
2026.07.10	17:12:22.810	4098.31	4098.54			6
2026.07.10	17:12:22.906		4098.56			4
2026.07.10	17:12:22.907	4098.30				2
2026.07.10	17:12:22.955	4098.29				2
2026.07.10	17:12:23.099		4098.63			4
2026.07.10	17:12:23.157	4098.31	4098.64			6
2026.07.10	17:12:23.307	4098.25				2
2026.07.10	17:12:23.356		4098.55			4
2026.07.10	17:12:23.405	4098.31	4098.54			6
2026.07.10	17:12:23.455	4098.29	4098.53			6
2026.07.10	17:12:23.500		4098.55			4
2026.07.10	17:12:23.659		4098.64			4
2026.07.10	17:12:23.704	4098.31	4098.54			6
2026.07.10	17:12:23.847		4098.56			4
2026.07.10	17:12:24.163		4098.64			4
2026.07.10	17:12:24.557	4098.32	4098.56			6
2026.07.10	17:12:24.658	4098.33	4098.58			6
2026.07.10	17:12:24.707		4098.57			4
2026.07.10	17:12:24.727		4098.59			4
2026.07.10	17:12:24.927		4098.66			4
2026.07.10	17:12:25.005	4098.32	4098.55			6
2026.07.10	17:12:25.091		4098.57			4
2026.07.10	17:12:25.106	4098.30	4098.54			6
2026.07.10	17:12:25.157	4098.32	4098.55			6
2026.07.10	17:12:25.302		4098.57			4
2026.07.10	17:12:25.309	4098.40	4098.69			6
2026.07.10	17:12:25.360	4098.39	4098.72			6
2026.07.10	17:12:25.408	4098.37	4098.61			6
2026.07.10	17:12:25.457	4098.39	4098.63			6
2026.07.10	17:12:25.606	4098.40	4098.74			6
2026.07.10	17:12:25.659	4098.44	4098.68			6
2026.07.10	17:12:25.710	4098.41	4098.65			6
2026.07.10	17:12:25.758	4098.42	4098.70			6
2026.07.10	17:12:25.958	4098.40	4098.63			6
2026.07.10	17:12:26.057	4098.41	4098.65			6
2026.07.10	17:12:26.157		4098.74			4
2026.07.10	17:12:26.208	4098.40	4098.69			6
2026.07.10	17:12:26.709		4098.64			4
2026.07.10	17:12:26.907	4098.42	4098.65			6
2026.07.10	17:12:27.012	4098.40	4098.66			6
2026.07.10	17:12:27.058	4098.41	4098.65			6
2026.07.10	17:12:27.409	4098.43	4098.66			6
2026.07.10	17:12:27.458	4098.41	4098.65			6
2026.07.10	17:12:27.660		4098.64			4
2026.07.10	17:12:27.711	4098.44	4098.67			6
2026.07.10	17:12:27.909	4098.45	4098.69			6
2026.07.10	17:12:28.059	4098.39	4098.64			6
2026.07.10	17:12:28.108	4098.38				2
2026.07.10	17:12:28.309	4098.41				2
2026.07.10	17:12:28.359	4098.39	4098.63			6
2026.07.10	17:12:28.510	4098.62	4098.78			6
2026.07.10	17:12:28.561	4098.51	4098.74			6
2026.07.10	17:12:28.609	4098.57	4098.79			6
2026.07.10	17:12:28.666	4098.59	4098.82			6
2026.07.10	17:12:28.717	4098.82	4099.21			6
2026.07.10	17:12:28.764	4098.77	4099.12			6
2026.07.10	17:12:28.814	4098.94	4099.17			6
2026.07.10	17:12:28.865	4098.89				2
2026.07.10	17:12:28.961	4098.91	4099.14			6
2026.07.10	17:12:29.061	4098.89	4099.12			6
2026.07.10	17:12:29.112	4098.87	4099.13			6
2026.07.10	17:12:29.291		4099.14			4
2026.07.10	17:12:29.762	4098.93	4099.16			6
2026.07.10	17:12:29.812		4099.18			4
2026.07.10	17:12:30.110	4098.86	4099.17			6
2026.07.10	17:12:30.163	4099.06	4099.29			6
2026.07.10	17:12:30.212	4099.05	4099.28			6
2026.07.10	17:12:30.261	4099.02				2
2026.07.10	17:12:30.312	4099.04				2
2026.07.10	17:12:30.360	4099.02				2
2026.07.10	17:12:30.413	4098.98	4099.25			6
2026.07.10	17:12:30.513	4099.07	4099.30			6
2026.07.10	17:12:30.562	4099.09	4099.25			6
2026.07.10	17:12:30.612	4099.14	4099.36			6
2026.07.10	17:12:30.663		4099.34			4
2026.07.10	17:12:30.915		4099.36			4
2026.07.10	17:12:30.966		4099.32			4
2026.07.10	17:12:31.020	4099.16	4099.33			6
2026.07.10	17:12:31.114	4099.14	4099.37			6
2026.07.10	17:12:31.164	4099.15	4099.47			6
2026.07.10	17:12:31.265	4099.14	4099.44			6
