<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.07.10	16:29:49.138	4085.61	4085.99			6
2026.07.10	16:29:49.184		4086.01			4
2026.07.10	16:29:49.284	4085.77	4086.09			6
2026.07.10	16:29:49.335	4085.95	4086.29			6
2026.07.10	16:29:49.386	4085.97	4086.36			6
2026.07.10	16:29:49.387		4086.38			4
2026.07.10	16:29:49.390		4086.42			4
2026.07.10	16:29:49.407		4086.45			4
2026.07.10	16:29:49.407		4086.49			4
2026.07.10	16:29:49.435	4086.01	4086.40			6
2026.07.10	16:29:49.477		4086.42			4
2026.07.10	16:29:49.485		4086.43			4
2026.07.10	16:29:49.485		4086.48			4
2026.07.10	16:29:49.486	4086.13	4086.51			6
2026.07.10	16:29:49.506		4086.53			4
2026.07.10	16:29:49.535	4086.20	4086.62			6
2026.07.10	16:29:49.584	4086.19	4086.55			6
2026.07.10	16:29:49.635	4086.16	4086.50			6
2026.07.10	16:29:49.734		4086.52			4
2026.07.10	16:29:49.786	4086.18	4086.56			6
2026.07.10	16:29:49.883		4086.57			4
2026.07.10	16:29:49.985	4085.91	4086.35			6
2026.07.10	16:29:50.084		4086.28			4
2026.07.10	16:29:50.136		4086.30			4
2026.07.10	16:29:50.236		4086.28			4
2026.07.10	16:29:50.351	4085.90				2
2026.07.10	16:29:50.386		4086.29			4
2026.07.10	16:29:50.437		4086.30			4
2026.07.10	16:29:50.639		4086.21			4
2026.07.10	16:29:50.689		4086.24			4
2026.07.10	16:29:50.938		4086.26			4
2026.07.10	16:29:51.187	4085.99				2
2026.07.10	16:29:51.248	4086.26	4086.77			6
2026.07.10	16:29:51.293		4086.58			4
2026.07.10	16:29:51.335	4086.24				2
2026.07.10	16:29:51.339		4086.62			4
2026.07.10	16:29:51.441	4086.43	4086.75			6
2026.07.10	16:29:51.490	4086.40	4086.73			6
2026.07.10	16:29:51.512	4086.38				2
2026.07.10	16:29:51.540	4086.29	4086.63			6
2026.07.10	16:29:51.591	4086.28	4086.64			6
2026.07.10	16:29:51.640	4086.16	4086.60			6
2026.07.10	16:29:51.665	4086.14				2
2026.07.10	16:29:51.689	4086.17	4086.62			6
2026.07.10	16:29:51.740		4086.64			4
2026.07.10	16:29:51.849	4086.15				2
2026.07.10	16:29:51.888	4086.20				2
2026.07.10	16:29:51.939		4086.60			4
2026.07.10	16:29:51.990	4086.05	4086.52			6
2026.07.10	16:29:51.993	4086.03				2
2026.07.10	16:29:52.040	4086.08	4086.53			6
2026.07.10	16:29:52.091	4086.24	4086.64			6
2026.07.10	16:29:52.144	4086.38	4086.71			6
2026.07.10	16:29:52.241	4086.28	4086.68			6
2026.07.10	16:29:52.326	4086.26				2
2026.07.10	16:29:52.350	4086.23				2
2026.07.10	16:29:52.493	4086.25	4086.61			6
2026.07.10	16:29:52.497	4086.20				2
2026.07.10	16:29:52.546	4086.28	4086.66			6
2026.07.10	16:29:52.591	4086.21	4086.62			6
2026.07.10	16:29:52.645	4086.19				2
2026.07.10	16:29:52.696	4086.51	4086.83			6
2026.07.10	16:29:52.840		4086.85			4
2026.07.10	16:29:52.841	4086.38	4086.79			6
2026.07.10	16:29:52.891	4086.39	4086.81			6
2026.07.10	16:29:52.992	4086.53	4086.80			6
2026.07.10	16:29:53.042	4086.55	4086.86			6
2026.07.10	16:29:53.144	4086.46	4086.79			6
2026.07.10	16:29:53.190	4086.59	4086.86			6
2026.07.10	16:29:53.241	4086.61	4086.87			6
2026.07.10	16:29:53.294	4086.58	4086.90			6
2026.07.10	16:29:53.443		4086.91			4
2026.07.10	16:29:53.642	4086.60				2
2026.07.10	16:29:53.693	4086.69	4086.96			6
2026.07.10	16:29:53.744	4086.78	4087.04			6
2026.07.10	16:29:53.792	4086.66	4086.99			6
2026.07.10	16:29:53.814	4086.64				2
2026.07.10	16:29:53.844	4086.60	4087.00			6
2026.07.10	16:29:53.913	4086.58				2
2026.07.10	16:29:54.065	4086.55				2
2026.07.10	16:29:54.251	4086.70	4087.03			6
2026.07.10	16:29:54.296	4086.65	4086.98			6
2026.07.10	16:29:54.346	4086.60	4087.00			6
2026.07.10	16:29:54.400	4086.58				2
2026.07.10	16:29:54.645		4087.06			4
2026.07.10	16:29:54.846	4086.57	4086.98			6
2026.07.10	16:29:54.946	4086.60	4086.99			6
2026.07.10	16:29:55.148	4086.77	4087.04			6
2026.07.10	16:29:55.244	4086.63	4087.03			6
2026.07.10	16:29:55.297	4086.75	4087.02			6
2026.07.10	16:29:55.345	4086.82	4087.17			6
2026.07.10	16:29:55.395	4086.72	4087.11			6
2026.07.10	16:29:55.467		4087.13			4
2026.07.10	16:29:55.472		4087.17			4
2026.07.10	16:29:55.472		4087.20			4
2026.07.10	16:29:55.473		4087.23			4
2026.07.10	16:29:55.494		4087.13			4
2026.07.10	16:29:55.610		4087.15			4
2026.07.10	16:29:55.610		4087.18			4
2026.07.10	16:29:55.610		4087.21			4
2026.07.10	16:29:55.610		4087.24			4
2026.07.10	16:29:55.611		4087.26			4
2026.07.10	16:29:55.697	4086.78	4087.17			6
2026.07.10	16:29:55.843	4086.99	4087.26			6
2026.07.10	16:29:55.893	4087.15	4087.60			6
2026.07.10	16:29:55.944	4086.97	4087.42			6
2026.07.10	16:29:56.048	4086.98	4087.37			6
2026.07.10	16:29:56.097	4086.89				2
2026.07.10	16:29:56.249	4086.99	4087.40			6
2026.07.10	16:29:56.301	4087.15	4087.42			6
2026.07.10	16:29:56.351	4086.97	4087.40			6
2026.07.10	16:29:56.398	4087.00	4087.46			6
2026.07.10	16:29:56.499	4087.05	4087.44			6
2026.07.10	16:29:56.647	4087.22	4087.49			6
2026.07.10	16:29:56.697	4087.10	4087.55			6
2026.07.10	16:29:56.895	4087.09				2
2026.07.10	16:29:57.146	4087.23	4087.56			6
2026.07.10	16:29:57.247	4087.39	4087.74			6
2026.07.10	16:29:57.298	4087.33	4087.60			6
2026.07.10	16:29:57.348	4087.39	4087.65			6
2026.07.10	16:29:57.448	4087.19	4087.59			6
2026.07.10	16:29:57.497	4087.38	4087.64			6
2026.07.10	16:29:57.549	4087.44	4087.71			6
2026.07.10	16:29:57.598	4087.46	4087.73			6
2026.07.10	16:29:57.648	4087.28	4087.69			6
2026.07.10	16:29:57.696	4087.27				2
2026.07.10	16:29:57.847	4087.26	4087.65			6
2026.07.10	16:29:57.900	4087.23	4087.63			6
2026.07.10	16:29:57.948	4087.47	4087.80			6
2026.07.10	16:29:57.999	4087.33	4087.72			6
2026.07.10	16:29:58.050	4087.58	4087.85			6
2026.07.10	16:29:58.101	4087.47	4087.90			6
2026.07.10	16:29:58.150	4087.64	4087.92			6
2026.07.10	16:29:58.248	4087.39	4087.77			6
2026.07.10	16:29:58.305	4087.38	4087.79			6
2026.07.10	16:29:58.394		4087.80			4
2026.07.10	16:29:58.394		4087.81			4
2026.07.10	16:29:58.395		4087.89			4
2026.07.10	16:29:58.395		4087.93			4
2026.07.10	16:29:58.398		4087.82			4
2026.07.10	16:29:58.629		4087.83			4
2026.07.10	16:29:58.651	4087.42	4087.84			6
2026.07.10	16:29:58.699	4087.38	4087.75			6
2026.07.10	16:29:58.751	4087.35	4087.72			6
2026.07.10	16:29:58.952	4087.10	4087.54			6
2026.07.10	16:29:59.000	4087.08	4087.59			6
2026.07.10	16:29:59.061	4087.06	4087.51			6
2026.07.10	16:29:59.105	4087.01	4087.34			6
2026.07.10	16:29:59.155	4086.89	4087.35			6
2026.07.10	16:29:59.204	4086.98	4087.41			6
2026.07.10	16:29:59.300		4087.43			4
2026.07.10	16:29:59.352	4087.30	4087.68			6
2026.07.10	16:29:59.448	4087.29	4087.70			6
2026.07.10	16:29:59.554	4087.20	4087.61			6
2026.07.10	16:29:59.650	4087.23	4087.64			6
2026.07.10	16:29:59.699	4087.25	4087.70			6
2026.07.10	16:29:59.753	4087.19	4087.46			6
2026.07.10	16:29:59.800	4087.07	4087.55			6
2026.07.10	16:29:59.853	4087.35	4087.61			6
2026.07.10	16:29:59.900	4087.18	4087.60			6
2026.07.10	16:29:59.950	4087.22	4087.62			6
2026.07.10	16:30:00.003	4087.11	4087.51			6
2026.07.10	16:30:00.058	4087.37	4087.60			6
2026.07.10	16:30:00.111	4087.42	4087.85			6
2026.07.10	16:30:00.159	4087.29	4087.86			6
2026.07.10	16:30:00.215	4087.45	4087.80			6
2026.07.10	16:30:00.254	4087.27	4087.75			6
2026.07.10	16:30:00.304	4087.23	4087.65			6
2026.07.10	16:30:00.361	4087.18	4087.58			6
2026.07.10	16:30:00.405	4087.16	4087.59			6
2026.07.10	16:30:00.458	4087.13	4087.52			6
2026.07.10	16:30:00.557	4087.15	4087.57			6
2026.07.10	16:30:00.605	4087.16	4087.58			6
2026.07.10	16:30:00.655	4087.20	4087.62			6
2026.07.10	16:30:00.709	4087.01	4087.47			6
2026.07.10	16:30:00.755	4087.18	4087.57			6
2026.07.10	16:30:00.807	4086.99	4087.38			6
2026.07.10	16:30:00.828		4087.39			4
2026.07.10	16:30:00.829		4087.40			4
2026.07.10	16:30:00.829		4087.41			4
2026.07.10	16:30:00.832		4087.43			4
2026.07.10	16:30:00.857		4087.47			4
2026.07.10	16:30:00.906		4087.43			4
2026.07.10	16:30:00.958	4087.01	4087.28			6
2026.07.10	16:30:01.006	4086.95	4087.41			6
2026.07.10	16:30:01.061	4086.84	4087.26			6
2026.07.10	16:30:01.106	4087.28	4087.83			6
2026.07.10	16:30:01.160	4087.45	4088.00			6
2026.07.10	16:30:01.211	4087.47	4087.86			6
2026.07.10	16:30:01.262	4087.17	4087.72			6
2026.07.10	16:30:01.313	4087.49				2
2026.07.10	16:30:01.359	4087.69	4088.21			6
2026.07.10	16:30:01.408	4087.78	4088.19			6
2026.07.10	16:30:01.455	4087.65	4088.01			6
2026.07.10	16:30:01.511	4087.50	4087.94			6
2026.07.10	16:30:01.557		4087.95			4
2026.07.10	16:30:01.610		4087.96			4
2026.07.10	16:30:01.655	4087.60	4087.99			6
2026.07.10	16:30:01.707	4087.68	4088.00			6
2026.07.10	16:30:01.758	4087.78	4088.20			6
2026.07.10	16:30:01.808	4087.66	4088.04			6
2026.07.10	16:30:01.863	4087.68				2
2026.07.10	16:30:01.907	4087.55	4088.01			6
2026.07.10	16:30:01.959	4087.66	4088.08			6
2026.07.10	16:30:02.014	4087.46	4087.95			6
2026.07.10	16:30:02.057	4087.56	4087.94			6
2026.07.10	16:30:02.108	4087.52	4087.85			6
2026.07.10	16:30:02.158	4087.07	4087.63			6
2026.07.10	16:30:02.212	4087.03	4087.48			6
2026.07.10	16:30:02.263	4086.98	4087.41			6
2026.07.10	16:30:02.313	4087.11	4087.48			6
2026.07.10	16:30:02.363	4087.05	4087.61			6
2026.07.10	16:30:02.407	4087.14	4087.71			6
2026.07.10	16:30:02.458	4087.21	4087.72			6
2026.07.10	16:30:02.507	4087.23				2
2026.07.10	16:30:02.558	4087.25				2
2026.07.10	16:30:02.660	4087.52	4088.01			6
2026.07.10	16:30:02.711	4087.48	4088.02			6
2026.07.10	16:30:02.758	4087.45	4087.96			6
2026.07.10	16:30:02.811	4087.47	4087.98			6
2026.07.10	16:30:02.858	4087.57	4088.06			6
2026.07.10	16:30:02.910	4087.50	4087.95			6
2026.07.10	16:30:02.955	4087.46	4088.00			6
2026.07.10	16:30:03.009	4087.29	4087.67			6
2026.07.10	16:30:03.060	4087.21	4087.69			6
2026.07.10	16:30:03.110	4087.27	4087.71			6
2026.07.10	16:30:03.160	4087.28				2
2026.07.10	16:30:03.212	4087.27				2
2026.07.10	16:30:03.308	4087.24				2
2026.07.10	16:30:03.406	4087.54	4088.05			6
2026.07.10	16:30:03.508	4087.72	4088.29			6
2026.07.10	16:30:03.558	4087.74	4088.22			6
2026.07.10	16:30:03.608	4087.66	4088.08			6
2026.07.10	16:30:03.659	4087.23	4087.85			6
2026.07.10	16:30:03.706	4087.43	4087.93			6
2026.07.10	16:30:03.754	4087.37	4087.86			6
2026.07.10	16:30:03.814	4087.02	4087.54			6
2026.07.10	16:30:03.864	4087.17				2
2026.07.10	16:30:03.908	4087.28	4087.80			6
2026.07.10	16:30:03.961		4087.82			4
2026.07.10	16:30:04.006	4087.30	4087.60			6
2026.07.10	16:30:04.064	4087.11	4087.54			6
2026.07.10	16:30:04.108		4087.51			4
2026.07.10	16:30:04.158	4087.20	4087.75			6
2026.07.10	16:30:04.209	4087.40	4087.82			6
2026.07.10	16:30:04.258	4087.37				2
2026.07.10	16:30:04.311	4087.19	4087.63			6
2026.07.10	16:30:04.455	4086.91	4087.37			6
2026.07.10	16:30:04.507	4086.94	4087.35			6
2026.07.10	16:30:04.558	4086.93	4087.27			6
2026.07.10	16:30:04.606	4086.95				2
2026.07.10	16:30:04.707	4086.94	4087.18			6
2026.07.10	16:30:04.762	4087.01	4087.28			6
2026.07.10	16:30:04.813	4087.13	4087.60			6
2026.07.10	16:30:04.857		4087.53			4
2026.07.10	16:30:04.910		4087.60			4
2026.07.10	16:30:05.010	4087.10	4087.43			6
2026.07.10	16:30:05.065	4087.26	4087.65			6
2026.07.10	16:30:05.110	4087.10	4087.44			6
2026.07.10	16:30:05.217	4086.97	4087.29			6
2026.07.10	16:30:05.264	4086.86	4087.28			6
2026.07.10	16:30:05.311		4087.15			4
2026.07.10	16:30:05.359	4086.87	4087.21			6
2026.07.10	16:30:05.416	4087.01	4087.46			6
2026.07.10	16:30:05.465		4087.40			4
2026.07.10	16:30:05.512	4087.03	4087.50			6
2026.07.10	16:30:05.611	4087.12	4087.55			6
2026.07.10	16:30:05.665	4087.17	4087.69			6
2026.07.10	16:30:05.711	4087.26	4087.73			6
2026.07.10	16:30:05.763	4087.43	4087.90			6
2026.07.10	16:30:05.804	4087.41				2
2026.07.10	16:30:05.808	4087.53	4087.97			6
2026.07.10	16:30:05.862	4087.62	4088.03			6
2026.07.10	16:30:05.910		4087.89			4
2026.07.10	16:30:05.962	4087.71	4088.04			6
2026.07.10	16:30:05.963	4087.69				2
2026.07.10	16:30:06.014	4087.80	4088.30			6
2026.07.10	16:30:06.066	4087.88	4088.43			6
2026.07.10	16:30:06.116	4088.01	4088.56			6
2026.07.10	16:30:06.159	4087.99				2
2026.07.10	16:30:06.160	4088.15	4088.61			6
2026.07.10	16:30:06.213		4088.66			4
2026.07.10	16:30:06.265	4088.13	4088.63			6
2026.07.10	16:30:06.313	4088.22	4088.73			6
2026.07.10	16:30:06.337	4088.20				2
2026.07.10	16:30:06.361	4088.21	4088.74			6
2026.07.10	16:30:06.416	4088.27	4088.76			6
2026.07.10	16:30:06.455	4088.25				2
2026.07.10	16:30:06.462	4088.28	4088.77			6
2026.07.10	16:30:06.514	4088.25				2
2026.07.10	16:30:06.561	4088.32	4088.80			6
2026.07.10	16:30:06.604	4088.30				2
2026.07.10	16:30:06.609	4088.40	4088.82			6
2026.07.10	16:30:06.664	4088.70	4089.26			6
2026.07.10	16:30:06.712	4088.85	4089.32			6
2026.07.10	16:30:06.766	4088.87	4089.14			6
2026.07.10	16:30:06.783	4088.85				2
2026.07.10	16:30:06.810	4088.92	4089.21			6
2026.07.10	16:30:06.861	4088.87	4089.33			6
2026.07.10	16:30:06.912	4088.53	4088.99			6
2026.07.10	16:30:06.963	4088.32	4088.90			6
2026.07.10	16:30:06.965	4088.30				2
2026.07.10	16:30:07.013	4088.42	4088.94			6
2026.07.10	16:30:07.061	4088.26	4088.74			6
2026.07.10	16:30:07.110	4088.48	4088.91			6
2026.07.10	16:30:07.120	4088.46				2
2026.07.10	16:30:07.163	4088.20	4088.69			6
2026.07.10	16:30:07.215	4088.28	4088.80			6
2026.07.10	16:30:07.262	4088.40	4088.97			6
2026.07.10	16:30:07.275	4088.38				2
2026.07.10	16:30:07.314	4088.44				2
2026.07.10	16:30:07.361	4088.39				2
2026.07.10	16:30:07.412	4088.42	4089.03			6
2026.07.10	16:30:07.452	4088.40				2
2026.07.10	16:30:07.462	4088.61	4089.13			6
2026.07.10	16:30:07.512	4088.56	4089.06			6
2026.07.10	16:30:07.561	4088.60				2
2026.07.10	16:30:07.614	4088.69	4089.20			6
2026.07.10	16:30:07.628	4088.67				2
2026.07.10	16:30:07.663	4088.55	4089.12			6
2026.07.10	16:30:07.764	4088.76	4089.17			6
2026.07.10	16:30:07.811	4088.70				2
2026.07.10	16:30:07.862	4088.58	4089.11			6
2026.07.10	16:30:08.010	4088.63				2
2026.07.10	16:30:08.061	4088.68	4089.17			6
2026.07.10	16:30:08.113	4088.69				2
2026.07.10	16:30:08.160	4088.57	4089.06			6
2026.07.10	16:30:08.211	4088.41	4088.82			6
2026.07.10	16:30:08.261	4088.50	4088.90			6
2026.07.10	16:30:08.317	4088.56	4089.04			6
2026.07.10	16:30:08.515	4088.60	4088.99			6
2026.07.10	16:30:08.561	4088.58				2
2026.07.10	16:30:08.615	4088.41	4089.00			6
2026.07.10	16:30:08.666	4088.59				2
2026.07.10	16:30:08.767	4088.65	4088.73			6
2026.07.10	16:30:08.813	4088.70	4088.78			6
2026.07.10	16:30:08.916	4088.80	4088.88			6
2026.07.10	16:30:09.044	4088.78				2
2026.07.10	16:30:09.114	4088.53	4088.69			6
2026.07.10	16:30:09.172	4088.32	4088.42			6
2026.07.10	16:30:09.216	4088.72	4088.80			6
2026.07.10	16:30:09.267	4089.00	4089.08			6
2026.07.10	16:30:09.365	4089.06	4089.17			6
2026.07.10	16:30:09.463	4089.03	4089.11			6
2026.07.10	16:30:09.562	4088.97	4089.08			6
2026.07.10	16:30:09.664	4088.93	4089.01			6
2026.07.10	16:30:09.711	4088.97	4089.08			6
2026.07.10	16:30:09.814	4088.75	4088.97			6
2026.07.10	16:30:09.861	4088.59	4088.74			6
2026.07.10	16:30:09.915	4089.26	4089.34			6
2026.07.10	16:30:09.966	4088.81	4088.94			6
2026.07.10	16:30:10.015	4088.84	4088.93			6
2026.07.10	16:30:10.064	4088.96	4089.08			6
2026.07.10	16:30:10.114	4088.83	4088.91			6
2026.07.10	16:30:10.164	4088.77	4088.90			6
2026.07.10	16:30:10.267	4088.54	4088.67			6
2026.07.10	16:30:10.315	4088.55	4088.71			6
2026.07.10	16:30:10.364	4088.39	4088.84			6
2026.07.10	16:30:10.414	4088.90	4088.98			6
2026.07.10	16:30:10.464	4088.81	4088.90			6
2026.07.10	16:30:10.514	4088.73	4089.03			6
2026.07.10	16:30:10.564	4088.75	4089.07			6
2026.07.10	16:30:10.615	4088.92	4089.18			6
2026.07.10	16:30:10.667	4088.84	4089.26			6
2026.07.10	16:30:10.715	4088.81	4089.25			6
2026.07.10	16:30:10.825	4089.23	4089.68			6
2026.07.10	16:30:10.918		4089.62			4
2026.07.10	16:30:11.019	4089.37	4089.71			6
2026.07.10	16:30:11.065	4089.35	4089.68			6
2026.07.10	16:30:11.116	4089.43	4089.76			6
2026.07.10	16:30:11.164		4089.85			4
2026.07.10	16:30:11.267	4089.67	4090.07			6
2026.07.10	16:30:11.320	4089.64				2
2026.07.10	16:30:11.366	4089.62	4090.02			6
2026.07.10	16:30:11.414	4089.52	4089.88			6
2026.07.10	16:30:11.467		4089.94			4
2026.07.10	16:30:11.517	4089.71	4090.12			6
2026.07.10	16:30:11.566	4089.65	4090.06			6
2026.07.10	16:30:11.716		4089.91			4
2026.07.10	16:30:11.766	4089.52	4089.85			6
2026.07.10	16:30:11.818		4089.81			4
2026.07.10	16:30:11.866	4089.41	4089.77			6
2026.07.10	16:30:11.914	4089.34	4089.70			6
2026.07.10	16:30:11.966	4089.58	4090.14			6
2026.07.10	16:30:12.016	4089.79	4090.18			6
2026.07.10	16:30:12.083		4090.19			4
2026.07.10	16:30:12.083		4090.20			4
2026.07.10	16:30:12.091		4090.28			4
2026.07.10	16:30:12.092		4090.31			4
2026.07.10	16:30:12.115	4089.81	4090.25			6
2026.07.10	16:30:12.164	4089.77	4090.20			6
2026.07.10	16:30:12.214	4089.93	4090.39			6
2026.07.10	16:30:12.262	4089.85	4090.27			6
2026.07.10	16:30:12.266		4090.28			4
2026.07.10	16:30:12.312	4089.91	4090.30			6
2026.07.10	16:30:12.358		4090.31			4
2026.07.10	16:30:12.358		4090.32			4
2026.07.10	16:30:12.358		4090.38			4
2026.07.10	16:30:12.415	4089.58	4090.18			6
2026.07.10	16:30:12.465	4089.89	4090.38			6
2026.07.10	16:30:12.481		4090.39			4
2026.07.10	16:30:12.515	4090.31				2
2026.07.10	16:30:12.533		4090.40			4
2026.07.10	16:30:12.544		4090.41			4
2026.07.10	16:30:12.545		4090.42			4
2026.07.10	16:30:12.565	4090.36	4090.44			6
2026.07.10	16:30:12.567		4090.45			4
2026.07.10	16:30:12.617	4090.28	4090.38			6
2026.07.10	16:30:12.652		4090.39			4
2026.07.10	16:30:12.666	4090.30				2
2026.07.10	16:30:12.704		4090.40			4
2026.07.10	16:30:12.718	4090.16	4090.30			6
2026.07.10	16:30:12.792		4090.31			4
2026.07.10	16:30:12.800		4090.32			4
2026.07.10	16:30:12.809		4090.37			4
2026.07.10	16:30:12.813		4090.38			4
2026.07.10	16:30:12.868	4090.13	4090.39			6
2026.07.10	16:30:12.888		4090.40			4
2026.07.10	16:30:12.889		4090.41			4
2026.07.10	16:30:12.915	4090.32				2
2026.07.10	16:30:12.966	4090.24	4090.35			6
2026.07.10	16:30:12.975		4090.36			4
2026.07.10	16:30:12.994		4090.37			4
2026.07.10	16:30:12.997		4090.40			4
2026.07.10	16:30:13.018	4090.12				2
2026.07.10	16:30:13.066	4090.14	4090.42			6
2026.07.10	16:30:13.071		4090.43			4
2026.07.10	16:30:13.071		4090.44			4
2026.07.10	16:30:13.118	4090.45	4090.53			6
2026.07.10	16:30:13.169	4090.49	4090.58			6
2026.07.10	16:30:13.172		4090.59			4
2026.07.10	16:30:13.175		4090.60			4
2026.07.10	16:30:13.266	4090.48	4090.56			6
2026.07.10	16:30:13.365	4090.04	4090.44			6
2026.07.10	16:30:13.415	4090.49	4090.57			6
2026.07.10	16:30:13.566	4090.50	4090.58			6
2026.07.10	16:30:13.618	4090.54	4090.62			6
2026.07.10	16:30:13.668	4090.52	4090.60			6
2026.07.10	16:30:13.718	4090.84	4090.92			6
2026.07.10	16:30:13.767	4090.73	4090.81			6
2026.07.10	16:30:13.817	4090.84	4090.97			6
2026.07.10	16:30:13.866	4090.74	4090.83			6
2026.07.10	16:30:13.914	4090.63	4090.75			6
2026.07.10	16:30:13.966	4090.12	4090.52			6
2026.07.10	16:30:14.016		4090.53			4
2026.07.10	16:30:14.066	4090.29	4090.62			6
2026.07.10	16:30:14.118	4090.24				2
2026.07.10	16:30:14.166	4090.63	4090.74			6
2026.07.10	16:30:14.217	4090.22	4090.75			6
2026.07.10	16:30:14.270	4090.83	4090.98			6
2026.07.10	16:30:14.315	4090.84	4090.92			6
2026.07.10	16:30:14.370	4090.27	4090.82			6
2026.07.10	16:30:14.414	4090.50	4090.67			6
2026.07.10	16:30:14.467	4090.32	4090.74			6
2026.07.10	16:30:14.515	4090.83	4090.91			6
2026.07.10	16:30:14.562	4090.84	4090.92			6
2026.07.10	16:30:14.615	4090.78	4090.95			6
2026.07.10	16:30:14.668	4090.76	4090.90			6
2026.07.10	16:30:14.715	4090.75	4090.87			6
2026.07.10	16:30:14.817		4090.88			4
2026.07.10	16:30:14.917	4090.77	4090.84			6
2026.07.10	16:30:14.968	4091.02	4091.11			6
2026.07.10	16:30:15.020	4091.14	4091.22			6
2026.07.10	16:30:15.084	4090.90	4090.98			6
2026.07.10	16:30:15.120	4090.91	4090.99			6
2026.07.10	16:30:15.168	4090.97	4091.06			6
2026.07.10	16:30:15.221		4091.11			4
2026.07.10	16:30:15.265	4091.04	4091.12			6
2026.07.10	16:30:15.316	4091.03	4091.11			6
2026.07.10	16:30:15.366	4091.11	4091.18			6
2026.07.10	16:30:15.465	4091.01	4091.13			6
2026.07.10	16:30:15.517	4091.12	4091.22			6
2026.07.10	16:30:15.669	4091.01	4091.12			6
2026.07.10	16:30:15.717	4091.05	4091.19			6
2026.07.10	16:30:15.766	4091.24	4091.32			6
2026.07.10	16:30:15.817	4091.39	4091.46			6
2026.07.10	16:30:15.867	4091.42	4091.50			6
2026.07.10	16:30:15.917	4091.53	4091.74			6
2026.07.10	16:30:15.966		4091.68			4
2026.07.10	16:30:16.014	4091.62	4091.70			6
2026.07.10	16:30:16.067	4091.56	4091.67			6
2026.07.10	16:30:16.118	4091.63	4091.71			6
2026.07.10	16:30:16.168	4091.79	4091.87			6
2026.07.10	16:30:16.219	4091.71	4091.79			6
2026.07.10	16:30:16.267	4091.53	4091.72			6
2026.07.10	16:30:16.316	4091.49	4091.59			6
2026.07.10	16:30:16.366	4091.52	4091.62			6
2026.07.10	16:30:16.416	4091.45				2
2026.07.10	16:30:16.417		4091.63			4
2026.07.10	16:30:16.421		4091.66			4
2026.07.10	16:30:16.421		4091.68			4
2026.07.10	16:30:16.421		4091.69			4
2026.07.10	16:30:16.421		4091.70			4
2026.07.10	16:30:16.467		4091.58			4
2026.07.10	16:30:16.519	4091.39	4091.50			6
2026.07.10	16:30:16.566	4091.54	4091.62			6
2026.07.10	16:30:16.666	4091.42	4091.52			6
2026.07.10	16:30:16.717	4091.33	4091.51			6
2026.07.10	16:30:16.765	4090.80	4091.26			6
2026.07.10	16:30:16.815	4091.47	4091.55			6
2026.07.10	16:30:16.864	4091.51	4091.61			6
2026.07.10	16:30:16.915	4091.45	4091.62			6
2026.07.10	16:30:16.966	4091.28	4091.45			6
2026.07.10	16:30:17.017	4091.25	4091.34			6
2026.07.10	16:30:17.066	4091.37	4091.47			6
2026.07.10	16:30:17.116	4091.35	4091.55			6
2026.07.10	16:30:17.168	4091.30	4091.41			6
2026.07.10	16:30:17.215	4091.34	4091.43			6
2026.07.10	16:30:17.267	4090.94	4091.29			6
2026.07.10	16:30:17.416	4091.47	4091.56			6
2026.07.10	16:30:17.467	4091.52	4091.60			6
2026.07.10	16:30:17.668	4091.43	4091.52			6
2026.07.10	16:30:17.921	4091.26	4091.66			6
2026.07.10	16:30:17.970	4091.69	4091.77			6
2026.07.10	16:30:18.019	4091.15	4091.63			6
2026.07.10	16:30:18.072	4091.50	4091.58			6
2026.07.10	16:30:18.122	4091.25	4091.43			6
2026.07.10	16:30:18.173	4091.30	4091.38			6
2026.07.10	16:30:18.221	4090.81	4091.21			6
2026.07.10	16:30:18.271	4091.37	4091.46			6
2026.07.10	16:30:18.372	4091.33	4091.42			6
2026.07.10	16:30:18.473		4091.41			4
2026.07.10	16:30:18.520		4091.42			4
2026.07.10	16:30:18.618	4091.36	4091.57			6
2026.07.10	16:30:18.671	4091.32	4091.42			6
2026.07.10	16:30:18.717		4091.43			4
2026.07.10	16:30:18.769	4091.35	4091.44			6
2026.07.10	16:30:18.871	4091.30	4091.39			6
2026.07.10	16:30:18.920	4091.54	4091.62			6
2026.07.10	16:30:18.972	4091.57	4091.65			6
2026.07.10	16:30:19.020	4091.50	4091.60			6
2026.07.10	16:30:19.077	4091.22	4091.64			6
2026.07.10	16:30:19.125	4091.58	4091.67			6
2026.07.10	16:30:19.173	4091.46	4091.59			6
2026.07.10	16:30:19.221	4091.45	4091.54			6
2026.07.10	16:30:19.274	4091.49	4091.59			6
2026.07.10	16:30:19.323	4091.61	4091.70			6
2026.07.10	16:30:19.381	4091.64	4091.73			6
2026.07.10	16:30:19.421	4091.02	4091.60			6
2026.07.10	16:30:19.473	4091.72	4091.80			6
2026.07.10	16:30:19.571	4091.74	4091.82			6
2026.07.10	16:30:19.621	4091.38	4091.78			6
2026.07.10	16:30:19.670	4091.75	4091.83			6
2026.07.10	16:30:19.722	4091.35				2
2026.07.10	16:30:19.772	4091.78	4091.87			6
2026.07.10	16:30:19.823	4091.13	4091.68			6
2026.07.10	16:30:19.872	4091.23				2
