strategy,sl_atr_mult,symbol,side,total_trades,win_rate,profit_factor,expectancy,net_r,max_drawdown,sharpe,average_holding_bars
B_mitigation,1.0,GBPUSD,ALL,8327,0.3199231415876066,1.0786037539319653,0.05227571958918824,435.29991701917044,-110.25467111587423,2.9583151692353287,6.324006244746007
B_mitigation,1.0,GBPUSD,LONG,4205,0.32009512485136743,1.0820420645877342,0.0546378555597367,229.75218262869282,-110.25467111587423,2.193310494841431,6.317003567181926
B_mitigation,1.0,GBPUSD,SHORT,4122,0.3197476952935468,1.0750863946194886,0.049866019987985837,205.54773439047761,-101.84964918010755,1.9890925090561549,6.331149927219796
B_mitigation,1.0,XAUUSD,ALL,8054,0.32008939657313135,1.0841516678767524,0.05568335233049458,448.47371966980336,-203.13927776295208,3.101166186827127,6.466103799354358
B_mitigation,1.0,XAUUSD,LONG,4446,0.33738191632928477,1.1777453896635999,0.11511872088848671,511.8178330702119,-57.73201439147624,4.682316932010464,6.439496176338282
B_mitigation,1.0,XAUUSD,SHORT,3608,0.29878048780487804,0.9741436813448975,-0.017556572450224135,-63.34411340040868,-158.75327470550064,-0.6703204479056917,6.498891352549889
B_mitigation,1.5,EURUSD,ALL,8451,0.3753401964264584,1.0608514243603258,0.03490330277379867,294.96781174137254,-133.15397435399038,2.2701610839797954,9.250147911489764
B_mitigation,1.5,EURUSD,LONG,4293,0.3801537386443047,1.0789170860086077,0.045122630261377326,193.71145171209287,-90.00117972303443,2.0833716358193057,9.327044025157234
B_mitigation,1.5,EURUSD,SHORT,4158,0.37037037037037035,1.0423184368404848,0.024352178939220714,101.25636002927973,-133.15397435399066,1.1157216124084663,9.170755170755172
B_mitigation,1.5,GBPUSD,ALL,8327,0.37348384772427046,1.032115938126265,0.018567339631134133,154.61023710845393,-189.69405227763815,1.2133575221212296,9.282454665545815
B_mitigation,1.5,GBPUSD,LONG,4205,0.37954815695600475,1.0747793609955187,0.042877224075574635,180.29872723779135,-110.41583065732789,1.9698882113733267,9.281569560047563
