experiment,setup_id,symbol,side,create_time,entry_time,exit_time,entry_idx,sl_atr_mult,ml_confidence,pnl_r,pnl_usd,holding_bars,session_bucket,structure_event,structure_scale,ob_state,bars_since_fvg_creation,bars_since_mitigation,mitigation_depth_pct,mitigation_touch_count,distance_prev_day_high,distance_prev_day_low,distance_eqh,distance_eql,ob_overlap_with_fvg,hour_sin,hour_cos
D,EURUSD_252_SHORT_44,EURUSD,SHORT,2024-10-22 16:45:00+00:00,2024-10-22 17:15:00+00:00,2024-10-22 17:45:00+00:00,254,1.0,0.8750586552567412,-1.0,-30.0,2,new_york,bos,internal,none,2,1,0.6730769230769641,2,-9.65767634854759,-0.856846473028866,-3.703319502074492,0.5809128630708057,0,-0.9659258262890683,-0.25881904510252063
D,EURUSD_252_SHORT_44,EURUSD,SHORT,2024-10-22 16:45:00+00:00,2024-10-22 17:15:00+00:00,2024-10-22 21:15:00+00:00,254,1.5,0.8750586552567412,0.3001383125864808,9.004149377594425,16,new_york,bos,internal,none,2,1,0.6730769230769641,2,-9.65767634854759,-0.856846473028866,-3.703319502074492,0.5809128630708057,0,-0.9659258262890683,-0.25881904510252063
D,EURUSD_252_SHORT_44,EURUSD,SHORT,2024-10-22 16:45:00+00:00,2024-10-22 17:15:00+00:00,2024-10-22 21:15:00+00:00,254,2.0,0.8750586552567412,0.22510373443986062,6.753112033195818,16,new_york,bos,internal,none,2,1,0.6730769230769641,2,-9.65767634854759,-0.856846473028866,-3.703319502074492,0.5809128630708057,0,-0.9659258262890683,-0.25881904510252063
D,EURUSD_304_LONG_52,EURUSD,LONG,2024-10-23 05:45:00+00:00,2024-10-23 08:45:00+00:00,2024-10-23 09:00:00+00:00,316,1.0,0.8625757846607819,-1.0,-30.0,1,london,bos,internal,within,12,11,0.13888888888859763,11,-10.57627118644194,4.847457627119348,0.2372881355932969,5.016949152543454,1,0.8660254037844387,-0.4999999999999998
D,EURUSD_304_LONG_52,EURUSD,LONG,2024-10-23 05:45:00+00:00,2024-10-23 08:45:00+00:00,2024-10-23 09:00:00+00:00,316,1.5,0.8625757846607819,-1.0,-30.0,1,london,bos,internal,within,12,11,0.13888888888859763,11,-10.57627118644194,4.847457627119348,0.2372881355932969,5.016949152543454,1,0.8660254037844387,-0.4999999999999998
D,EURUSD_304_LONG_52,EURUSD,LONG,2024-10-23 05:45:00+00:00,2024-10-23 08:45:00+00:00,2024-10-23 09:15:00+00:00,316,2.0,0.8625757846607819,-1.0,-30.0,2,london,bos,internal,within,12,11,0.13888888888859763,11,-10.57627118644194,4.847457627119348,0.2372881355932969,5.016949152543454,1,0.8660254037844387,-0.4999999999999998
D,EURUSD_314_LONG_55,EURUSD,LONG,2024-10-23 08:15:00+00:00,2024-10-23 08:45:00+00:00,2024-10-23 09:00:00+00:00,316,1.0,0.88289604207076,-1.0,-30.0,1,london,bos,internal,within,2,1,1.2499999999986122,2,-10.57627118644194,4.847457627119348,0.2372881355932969,5.016949152543454,1,0.8660254037844387,-0.4999999999999998
D,EURUSD_314_LONG_55,EURUSD,LONG,2024-10-23 08:15:00+00:00,2024-10-23 08:45:00+00:00,2024-10-23 09:00:00+00:00,316,1.5,0.88289604207076,-1.0,-30.0,1,london,bos,internal,within,2,1,1.2499999999986122,2,-10.57627118644194,4.847457627119348,0.2372881355932969,5.016949152543454,1,0.8660254037844387,-0.4999999999999998
D,EURUSD_314_LONG_55,EURUSD,LONG,2024-10-23 08:15:00+00:00,2024-10-23 08:45:00+00:00,2024-10-23 09:15:00+00:00,316,2.0,0.88289604207076,-1.0,-30.0,2,london,bos,internal,within,2,1,1.2499999999986122,2,-10.57627118644194,4.847457627119348,0.2372881355932969,5.016949152543454,1,0.8660254037844387,-0.4999999999999998
D,EURUSD_322_SHORT_58,EURUSD,SHORT,2024-10-23 10:15:00+00:00,2024-10-23 13:30:00+00:00,2024-10-23 14:45:00+00:00,335,1.0,0.8836696191579353,3.0,90.0,5,overlap,bos,internal,none,13,8,-0.9433962264147386,3,-12.576631259485044,-2.9104704097120364,-5.948406676783607,-0.08497723823984668,0,-0.2588190451025208,-0.9659258262890683
D,EURUSD_322_SHORT_58,EURUSD,SHORT,2024-10-23 10:15:00+00:00,2024-10-23 13:30:00+00:00,2024-10-23 17:30:00+00:00,335,1.5,0.8836696191579353,0.6231664137582468,18.694992412747403,16,overlap,bos,internal,none,13,8,-0.9433962264147386,3,-12.576631259485044,-2.9104704097120364,-5.948406676783607,-0.08497723823984668,0,-0.2588190451025208,-0.9659258262890683
D,EURUSD_322_SHORT_58,EURUSD,SHORT,2024-10-23 10:15:00+00:00,2024-10-23 13:30:00+00:00,2024-10-23 17:30:00+00:00,335,2.0,0.8836696191579353,0.46737481031868505,14.02124430956055,16,overlap,bos,internal,none,13,8,-0.9433962264147386,3,-12.576631259485044,-2.9104704097120364,-5.948406676783607,-0.08497723823984668,0,-0.2588190451025208,-0.9659258262890683
D,EURUSD_330_SHORT_60,EURUSD,SHORT,2024-10-23 12:15:00+00:00,2024-10-23 13:30:00+00:00,2024-10-23 14:45:00+00:00,335,1.0,0.8803619304043291,3.0,90.0,5,overlap,bos,internal,none,5,4,-1.0,2,-12.576631259485044,-2.9104704097120364,-5.948406676783607,-0.08497723823984668,0,-0.2588190451025208,-0.9659258262890683
D,EURUSD_330_SHORT_60,EURUSD,SHORT,2024-10-23 12:15:00+00:00,2024-10-23 13:30:00+00:00,2024-10-23 17:30:00+00:00,335,1.5,0.8803619304043291,0.6231664137582468,18.694992412747403,16,overlap,bos,internal,none,5,4,-1.0,2,-12.576631259485044,-2.9104704097120364,-5.948406676783607,-0.08497723823984668,0,-0.2588190451025208,-0.9659258262890683
D,EURUSD_330_SHORT_60,EURUSD,SHORT,2024-10-23 12:15:00+00:00,2024-10-23 13:30:00+00:00,2024-10-23 17:30:00+00:00,335,2.0,0.8803619304043291,0.46737481031868505,14.02124430956055,16,overlap,bos,internal,none,5,4,-1.0,2,-12.576631259485044,-2.9104704097120364,-5.948406676783607,-0.08497723823984668,0,-0.2588190451025208,-0.9659258262890683
D,EURUSD_358_SHORT_67,EURUSD,SHORT,2024-10-23 19:15:00+00:00,2024-10-23 20:30:00+00:00,2024-10-23 21:15:00+00:00,363,1.0,0.87996823856416,-1.0,-30.0,3,new_york,bos,internal,none,5,4,-1.0,1,-12.888888888889014,-4.462962962963,-3.2777777777778643,0.9259259259258227,0,-0.8660254037844386,0.5000000000000001
D,EURUSD_358_SHORT_67,EURUSD,SHORT,2024-10-23 19:15:00+00:00,2024-10-23 20:30:00+00:00,2024-10-23 21:15:00+00:00,363,1.5,0.87996823856416,-1.0,-30.0,3,new_york,bos,internal,none,5,4,-1.0,1,-12.888888888889014,-4.462962962963,-3.2777777777778643,0.9259259259258227,0,-0.8660254037844386,0.5000000000000001
D,EURUSD_358_SHORT_67,EURUSD,SHORT,2024-10-23 19:15:00+00:00,2024-10-23 20:30:00+00:00,2024-10-23 21:45:00+00:00,363,2.0,0.87996823856416,-1.0,-30.0,5,new_york,bos,internal,none,5,4,-1.0,1,-12.888888888889014,-4.462962962963,-3.2777777777778643,0.9259259259258227,0,-0.8660254037844386,0.5000000000000001
D,EURUSD_459_LONG_85,EURUSD,LONG,2024-10-24 20:30:00+00:00,2024-10-24 21:00:00+00:00,2024-10-25 01:00:00+00:00,461,1.0,0.8816360194185419,1.5578947368419647,46.73684210525894,16,new_york,bos,internal,none,2,1,0.5357142857145123,2,2.8631578947367857,12.463157894736652,-0.8421052631577681,5.326315789473772,0,-0.7071067811865477,0.7071067811865474
D,EURUSD_459_LONG_85,EURUSD,LONG,2024-10-24 20:30:00+00:00,2024-10-24 21:00:00+00:00,2024-10-25 01:00:00+00:00,461,1.5,0.8816360194185419,1.0385964912279764,31.157894736839292,16,new_york,bos,internal,none,2,1,0.5357142857145123,2,2.8631578947367857,12.463157894736652,-0.8421052631577681,5.326315789473772,0,-0.7071067811865477,0.7071067811865474
