variant,std_signed_return_10,std_continuity_10,range_signed_return_10,range_continuity_10
with_rsi,0.22952422543286347,0.042830427613016996,0.5542477681250978,0.09765625
without_rsi,0.18310821527913979,0.037455815240326526,0.43322752587755425,0.09077257010171369
