symbol,n,valid_n,valid_rate,score_mean,signed_return_1_mean,continuity_1_mean,signed_return_3_mean,continuity_3_mean,signed_return_5_mean,continuity_5_mean,signed_return_10_mean,continuity_10_mean,signed_return_20_mean,continuity_20_mean
EURUSD,100000,186,0.00186,38.00159420008489,0.02326685695903683,0.5053763440860215,0.07020685650061367,0.4731182795698925,0.15963219865091205,0.5591397849462365,0.16313500130145006,0.543010752688172,0.6427458183638189,0.532258064516129
GBPUSD,100000,222,0.00222,37.657887515721306,0.17915379001833634,0.527027027027027,0.11799048484330524,0.527027027027027,0.1202135823484703,0.5180180180180181,0.39272180969917636,0.5045045045045045,0.6712630800926241,0.5
XAUUSD,100000,436,0.00436,37.761814603075926,0.023132345120876197,0.5,0.1158979559074815,0.5275229357798165,0.2129476937698385,0.5481651376146789,0.5149523111594455,0.573394495412844,0.550372676912638,0.5321100917431193
