streak_id,sign,length,start_time,end_time,pnl_r,pnl_usd,start_setup_id,end_setup_id
14,win,3,2024-10-31 21:45:00+00:00,2024-10-31 21:45:00+00:00,0.9096967677442135,27.290903032326405,GBPUSD_925_SHORT_168,GBPUSD_925_SHORT_168
15,loss,5,2024-10-31 22:45:00+00:00,2024-11-01 20:15:00+00:00,-3.211811757185976,-96.35435271557928,GBPUSD_929_SHORT_170,GBPUSD_1015_LONG_187
16,win,3,2024-11-05 14:15:00+00:00,2024-11-05 14:15:00+00:00,4.187675070027868,125.63025210083606,GBPUSD_1181_LONG_223,GBPUSD_1181_LONG_223
17,loss,8,2024-11-05 16:30:00+00:00,2024-11-07 19:00:00+00:00,-7.4325871187423145,-222.97761356226945,XAUUSD_3184_LONG_668,GBPUSD_1403_LONG_273
18,win,3,2024-11-07 19:45:00+00:00,2024-11-07 19:45:00+00:00,2.477651872836395,74.32955618509185,GBPUSD_1397_LONG_272,GBPUSD_1397_LONG_272
19,loss,4,2024-11-07 21:00:00+00:00,2024-11-12 14:30:00+00:00,-4.0,-120.0,GBPUSD_1403_LONG_273,XAUUSD_3622_SHORT_762
20,win,7,2024-11-13 22:30:00+00:00,2024-11-14 21:00:00+00:00,14.855602069170255,445.66806207510757,XAUUSD_3737_SHORT_780,XAUUSD_3827_LONG_802
21,loss,3,2024-11-14 21:00:00+00:00,2024-11-14 21:00:00+00:00,-1.341523341523173,-40.2457002456952,GBPUSD_1878_LONG_356,GBPUSD_1878_LONG_356
22,win,2,2024-11-14 21:00:00+00:00,2024-11-14 21:00:00+00:00,2.121668099742095,63.650042992262854,XAUUSD_3827_LONG_802,XAUUSD_3827_LONG_802
23,loss,4,2024-11-19 15:15:00+00:00,2024-11-19 19:15:00+00:00,-4.0,-120.0,XAUUSD_4091_LONG_861,XAUUSD_4095_SHORT_862
24,win,2,2024-11-19 20:15:00+00:00,2024-11-19 20:15:00+00:00,0.2418829516540108,7.256488549620325,XAUUSD_4095_SHORT_862,XAUUSD_4095_SHORT_862
25,loss,3,2024-11-19 21:00:00+00:00,2024-11-19 21:00:00+00:00,-1.2514734774067322,-37.54420432220197,XAUUSD_4098_SHORT_863,XAUUSD_4098_SHORT_863
26,win,4,2024-11-20 15:15:00+00:00,2024-11-20 18:30:00+00:00,3.906036092097129,117.18108276291387,GBPUSD_2235_SHORT_433,XAUUSD_4186_LONG_879
27,loss,1,2024-11-20 19:45:00+00:00,2024-11-20 19:45:00+00:00,-1.0,-30.0,GBPUSD_2258_SHORT_437,GBPUSD_2258_SHORT_437
28,win,2,2024-11-20 20:00:00+00:00,2024-11-20 20:00:00+00:00,3.1519924098671783,94.55977229601535,XAUUSD_4186_LONG_879,XAUUSD_4186_LONG_879
29,loss,3,2024-11-20 22:00:00+00:00,2024-11-21 13:15:00+00:00,-1.0701754385965627,-32.105263157896886,GBPUSD_2258_SHORT_437,GBPUSD_2325_SHORT_443
30,win,2,2024-11-21 14:00:00+00:00,2024-11-21 14:00:00+00:00,0.8184079601989196,24.55223880596759,GBPUSD_2325_SHORT_443,GBPUSD_2325_SHORT_443
31,loss,12,2024-11-21 15:00:00+00:00,2024-11-22 15:45:00+00:00,-9.284548611111095,-278.53645833333286,XAUUSD_4274_SHORT_897,GBPUSD_2429_SHORT_464
32,win,9,2024-11-22 22:45:00+00:00,2024-11-27 12:15:00+00:00,14.022972636977906,420.68917910933715,XAUUSD_4380_LONG_917,XAUUSD_4612_LONG_976
33,loss,1,2024-11-27 13:00:00+00:00,2024-11-27 13:00:00+00:00,-1.0,-30.0,XAUUSD_4617_LONG_977,XAUUSD_4617_LONG_977
34,win,5,2024-11-27 14:15:00+00:00,2024-11-27 17:45:00+00:00,10.958229848724258,328.7468954617277,XAUUSD_4617_LONG_977,GBPUSD_2727_LONG_520
35,loss,6,2024-11-27 19:00:00+00:00,2024-11-27 22:30:00+00:00,-2.62351624351633,-78.7054873054899,GBPUSD_2740_LONG_524,GBPUSD_2740_LONG_524
36,win,3,2024-11-28 21:30:00+00:00,2024-11-28 21:30:00+00:00,3.177497575169705,95.32492725509115,GBPUSD_2832_LONG_537,GBPUSD_2832_LONG_537
