experiment,setup_id,symbol,side,create_time,entry_time,exit_time,entry_idx,sl_atr_mult,ml_confidence,pnl_r,pnl_usd,holding_bars,session_bucket,structure_event,structure_scale,ob_state,bars_since_fvg_creation,bars_since_mitigation,mitigation_depth_pct,mitigation_touch_count,distance_prev_day_high,distance_prev_day_low,distance_eqh,distance_eql,ob_overlap_with_fvg,hour_sin,hour_cos,ob_state_code,session_bucket_code,structure_event_code,structure_scale_code,side_code,symbol_code,ml_oof_probability
D,EURUSD_19993_LONG_4216,EURUSD,LONG,2025-08-08 14:15:00+00:00,2025-08-08 16:00:00+00:00,2025-08-08 20:00:00+00:00,20000,1.5,0.8795413295477869,0.658119658119629,19.74358974358887,16,overlap,bos,internal,none,7,1,-0.559999999999929,1,-6.064102564102662,5.230769230769531,-1.4358974358975016,2.9358974358977052,0,-0.8660254037844385,-0.5000000000000004,0.0,2.0,0.0,0.0,0.0,0.0,0.6110455838040082
D,EURUSD_19993_LONG_4216,EURUSD,LONG,2025-08-08 14:15:00+00:00,2025-08-08 16:00:00+00:00,2025-08-08 20:00:00+00:00,20000,2.0,0.8795413295477869,0.49358974358972174,14.807692307691653,16,overlap,bos,internal,none,7,1,-0.559999999999929,1,-6.064102564102662,5.230769230769531,-1.4358974358975016,2.9358974358977052,0,-0.8660254037844385,-0.5000000000000004,0.0,2.0,0.0,0.0,0.0,0.0,0.6110455838040082
D,EURUSD_20005_LONG_4217,EURUSD,LONG,2025-08-08 17:15:00+00:00,2025-08-08 17:45:00+00:00,2025-08-08 21:45:00+00:00,20007,1.0,0.8824925757249598,-1.0,-30.0,16,new_york,bos,internal,none,2,1,1.8000000000026646,2,-5.108269394714111,5.406649616368349,-0.8115942028985507,3.270247229326669,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,0.0,0.0,0.0,0.8689175746479211
D,EURUSD_20005_LONG_4217,EURUSD,LONG,2025-08-08 17:15:00+00:00,2025-08-08 17:45:00+00:00,2025-08-08 21:45:00+00:00,20007,1.5,0.8824925757249598,-0.023870417732466207,-0.7161125319739862,16,new_york,bos,internal,none,2,1,1.8000000000026646,2,-5.108269394714111,5.406649616368349,-0.8115942028985507,3.270247229326669,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,0.0,0.0,0.0,0.8689175746479211
D,EURUSD_20005_LONG_4217,EURUSD,LONG,2025-08-08 17:15:00+00:00,2025-08-08 17:45:00+00:00,2025-08-08 21:45:00+00:00,20007,2.0,0.8824925757249598,-0.017902813299349656,-0.5370843989804897,16,new_york,bos,internal,none,2,1,1.8000000000026646,2,-5.108269394714111,5.406649616368349,-0.8115942028985507,3.270247229326669,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,0.0,0.0,0.0,0.8689175746479211
D,EURUSD_20452_LONG_4320,EURUSD,LONG,2025-08-15 09:00:00+00:00,2025-08-15 09:30:00+00:00,2025-08-15 11:00:00+00:00,20454,1.0,0.8859758618374509,3.0,90.0,6,london,bos,internal,none,2,1,0.5500000000003331,2,-10.19694397283647,9.769100169779716,-0.5229202037354472,5.371816638370399,0,0.7071067811865476,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.7203209465274102
D,EURUSD_20452_LONG_4320,EURUSD,LONG,2025-08-15 09:00:00+00:00,2025-08-15 09:30:00+00:00,2025-08-15 13:00:00+00:00,20454,1.5,0.8859758618374509,3.0,90.0,14,london,bos,internal,none,2,1,0.5500000000003331,2,-10.19694397283647,9.769100169779716,-0.5229202037354472,5.371816638370399,0,0.7071067811865476,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.7203209465274102
D,EURUSD_20452_LONG_4320,EURUSD,LONG,2025-08-15 09:00:00+00:00,2025-08-15 09:30:00+00:00,2025-08-15 13:30:00+00:00,20454,2.0,0.8859758618374509,1.1290322580646184,33.87096774193855,16,london,bos,internal,none,2,1,0.5500000000003331,2,-10.19694397283647,9.769100169779716,-0.5229202037354472,5.371816638370399,0,0.7071067811865476,-0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.7203209465274102
D,EURUSD_20464_LONG_4323,EURUSD,LONG,2025-08-15 12:00:00+00:00,2025-08-15 15:45:00+00:00,2025-08-15 16:15:00+00:00,20479,1.0,0.8761689467740612,-1.0,-30.0,2,overlap,bos,internal,none,15,1,-1.0,1,-2.773708920187855,8.268544600938807,-0.8018779342722961,2.7211267605633895,0,-0.7071067811865471,-0.7071067811865479,0.0,2.0,0.0,0.0,0.0,0.0,0.5898197027495321
D,EURUSD_20464_LONG_4323,EURUSD,LONG,2025-08-15 12:00:00+00:00,2025-08-15 15:45:00+00:00,2025-08-15 16:15:00+00:00,20479,1.5,0.8761689467740612,-1.0,-30.0,2,overlap,bos,internal,none,15,1,-1.0,1,-2.773708920187855,8.268544600938807,-0.8018779342722961,2.7211267605633895,0,-0.7071067811865471,-0.7071067811865479,0.0,2.0,0.0,0.0,0.0,0.0,0.5898197027495321
D,EURUSD_20464_LONG_4323,EURUSD,LONG,2025-08-15 12:00:00+00:00,2025-08-15 15:45:00+00:00,2025-08-15 19:45:00+00:00,20479,2.0,0.8761689467740612,0.6441314553990456,19.323943661971366,16,overlap,bos,internal,none,15,1,-1.0,1,-2.773708920187855,8.268544600938807,-0.8018779342722961,2.7211267605633895,0,-0.7071067811865471,-0.7071067811865479,0.0,2.0,0.0,0.0,0.0,0.0,0.5898197027495321
D,EURUSD_20957_LONG_4425,EURUSD,LONG,2025-08-22 15:15:00+00:00,2025-08-22 15:45:00+00:00,2025-08-22 16:30:00+00:00,20959,1.0,0.8739327698499965,-1.0,-30.0,3,overlap,bos,internal,none,2,1,0.9166666666661527,2,-10.180107526881406,1.4112903225806772,-0.9596774193548437,3.274193548387188,0,-0.7071067811865471,-0.7071067811865479,0.0,2.0,0.0,0.0,0.0,0.0,0.6801297440107895
D,EURUSD_20957_LONG_4425,EURUSD,LONG,2025-08-22 15:15:00+00:00,2025-08-22 15:45:00+00:00,2025-08-22 16:45:00+00:00,20959,1.5,0.8739327698499965,-1.0,-30.0,4,overlap,bos,internal,none,2,1,0.9166666666661527,2,-10.180107526881406,1.4112903225806772,-0.9596774193548437,3.274193548387188,0,-0.7071067811865471,-0.7071067811865479,0.0,2.0,0.0,0.0,0.0,0.0,0.6801297440107895
D,EURUSD_20957_LONG_4425,EURUSD,LONG,2025-08-22 15:15:00+00:00,2025-08-22 15:45:00+00:00,2025-08-22 16:45:00+00:00,20959,2.0,0.8739327698499965,-1.0,-30.0,4,overlap,bos,internal,none,2,1,0.9166666666661527,2,-10.180107526881406,1.4112903225806772,-0.9596774193548437,3.274193548387188,0,-0.7071067811865471,-0.7071067811865479,0.0,2.0,0.0,0.0,0.0,0.0,0.6801297440107895
D,EURUSD_21140_LONG_4477,EURUSD,LONG,2025-08-26 13:00:00+00:00,2025-08-26 13:45:00+00:00,2025-08-26 17:45:00+00:00,21143,1.0,0.8797095335556123,1.136702568351218,34.10107705053654,16,overlap,bos,internal,none,3,1,0.8124999999997109,2,-9.499585749792413,4.871582435791007,-0.3131731565865574,4.952775476387541,0,-0.2588190451025208,-0.9659258262890683,0.0,2.0,0.0,0.0,0.0,0.0,0.7489116321553436
D,EURUSD_21140_LONG_4477,EURUSD,LONG,2025-08-26 13:00:00+00:00,2025-08-26 13:45:00+00:00,2025-08-26 17:45:00+00:00,21143,1.5,0.8797095335556123,0.7578017122341453,22.734051367024357,16,overlap,bos,internal,none,3,1,0.8124999999997109,2,-9.499585749792413,4.871582435791007,-0.3131731565865574,4.952775476387541,0,-0.2588190451025208,-0.9659258262890683,0.0,2.0,0.0,0.0,0.0,0.0,0.7489116321553436
