experiment,setup_id,symbol,side,create_time,entry_time,exit_time,entry_idx,sl_atr_mult,ml_confidence,pnl_r,pnl_usd,holding_bars,session_bucket,structure_event,structure_scale,ob_state,bars_since_fvg_creation,bars_since_mitigation,mitigation_depth_pct,mitigation_touch_count,distance_prev_day_high,distance_prev_day_low,distance_eqh,distance_eql,ob_overlap_with_fvg,hour_sin,hour_cos,ob_state_code,session_bucket_code,structure_event_code,structure_scale_code,side_code,symbol_code,ml_oof_probability,hour_x,fvg_size_atr,hour_y,hour
D,GBPUSD_320_SHORT_58,GBPUSD,SHORT,2024-10-23 10:00:00+00:00,2024-10-23 10:30:00+00:00,2024-10-23 11:30:00+00:00,322,1.0,0.8778532849365357,-1.0,-30.0,4,london,bos,internal,none,2,1,0.8666666666671601,2,-6.789699570814917,3.83047210300419,-3.8004291845490585,1.051502145922915,0,0.4999999999999999,-0.8660254037844387,0.0,0.0,0.0,0.0,1.0,1.0,0.6574814009832799,,0.2405498281784861,10,10
D,GBPUSD_320_SHORT_58,GBPUSD,SHORT,2024-10-23 10:00:00+00:00,2024-10-23 10:30:00+00:00,2024-10-23 11:30:00+00:00,322,1.5,0.8778532849365357,-1.0,-30.0,4,london,bos,internal,none,2,1,0.8666666666671601,2,-6.789699570814917,3.83047210300419,-3.8004291845490585,1.051502145922915,0,0.4999999999999999,-0.8660254037844387,0.0,0.0,0.0,0.0,1.0,1.0,0.6574814009832799,,0.2405498281784861,10,10
D,GBPUSD_320_SHORT_58,GBPUSD,SHORT,2024-10-23 10:00:00+00:00,2024-10-23 10:30:00+00:00,2024-10-23 11:45:00+00:00,322,2.0,0.8778532849365357,-1.0,-30.0,5,london,bos,internal,none,2,1,0.8666666666671601,2,-6.789699570814917,3.83047210300419,-3.8004291845490585,1.051502145922915,0,0.4999999999999999,-0.8660254037844387,0.0,0.0,0.0,0.0,1.0,1.0,0.6574814009832799,,0.2405498281784861,10,10
D,GBPUSD_448_SHORT_81,GBPUSD,SHORT,2024-10-24 18:00:00+00:00,2024-10-24 18:30:00+00:00,2024-10-24 20:00:00+00:00,450,1.0,0.8743121774030841,-1.0,-30.0,6,new_york,bos,internal,none,2,1,0.0714285714284959,2,-4.343675417661278,5.479713603818614,-3.55290373906142,0.122513922036413,0,-1.0,-1.8369701987210294e-16,0.0,1.0,0.0,0.0,1.0,1.0,0.572237057673967,,0.9529983792546702,18,18
D,GBPUSD_448_SHORT_81,GBPUSD,SHORT,2024-10-24 18:00:00+00:00,2024-10-24 18:30:00+00:00,2024-10-24 20:00:00+00:00,450,1.5,0.8743121774030841,-1.0,-30.0,6,new_york,bos,internal,none,2,1,0.0714285714284959,2,-4.343675417661278,5.479713603818614,-3.55290373906142,0.122513922036413,0,-1.0,-1.8369701987210294e-16,0.0,1.0,0.0,0.0,1.0,1.0,0.572237057673967,,0.9529983792546702,18,18
D,GBPUSD_448_SHORT_81,GBPUSD,SHORT,2024-10-24 18:00:00+00:00,2024-10-24 18:30:00+00:00,2024-10-24 20:15:00+00:00,450,2.0,0.8743121774030841,-1.0,-30.0,7,new_york,bos,internal,none,2,1,0.0714285714284959,2,-4.343675417661278,5.479713603818614,-3.55290373906142,0.122513922036413,0,-1.0,-1.8369701987210294e-16,0.0,1.0,0.0,0.0,1.0,1.0,0.572237057673967,,0.9529983792546702,18,18
D,GBPUSD_535_LONG_96,GBPUSD,LONG,2024-10-25 15:45:00+00:00,2024-10-25 16:15:00+00:00,2024-10-25 16:45:00+00:00,537,1.0,0.8845046966048582,-1.0,-30.0,2,overlap,bos,internal,none,2,1,0.7200000000003552,2,1.0737463126843685,11.976401179940892,-0.1376597836774674,3.235004916420944,0,-0.8660254037844385,-0.5000000000000004,0.0,2.0,0.0,0.0,0.0,1.0,0.6260664482254921,,0.7478632478631805,16,15
D,GBPUSD_535_LONG_96,GBPUSD,LONG,2024-10-25 15:45:00+00:00,2024-10-25 16:15:00+00:00,2024-10-25 17:30:00+00:00,537,1.5,0.8845046966048582,-1.0,-30.0,5,overlap,bos,internal,none,2,1,0.7200000000003552,2,1.0737463126843685,11.976401179940892,-0.1376597836774674,3.235004916420944,0,-0.8660254037844385,-0.5000000000000004,0.0,2.0,0.0,0.0,0.0,1.0,0.6260664482254921,,0.7478632478631805,16,15
D,GBPUSD_535_LONG_96,GBPUSD,LONG,2024-10-25 15:45:00+00:00,2024-10-25 16:15:00+00:00,2024-10-25 18:15:00+00:00,537,2.0,0.8845046966048582,-1.0,-30.0,8,overlap,bos,internal,none,2,1,0.7200000000003552,2,1.0737463126843685,11.976401179940892,-0.1376597836774674,3.235004916420944,0,-0.8660254037844385,-0.5000000000000004,0.0,2.0,0.0,0.0,0.0,1.0,0.6260664482254921,,0.7478632478631805,16,15
D,GBPUSD_733_LONG_123,GBPUSD,LONG,2024-10-29 17:15:00+00:00,2024-10-29 18:45:00+00:00,2024-10-29 19:30:00+00:00,739,1.0,0.8805271224226222,-1.0,-30.0,3,new_york,bos,internal,none,6,3,-1.0,3,0.1567164179103191,4.776119402985187,-0.1119402985075365,2.753731343283642,0,-1.0,-1.8369701987210294e-16,0.0,1.0,0.0,0.0,0.0,1.0,0.6140406337460665,,0.243870967741931,18,17
