experiment,setup_id,symbol,side,create_time,entry_time,exit_time,entry_idx,sl_atr_mult,ml_confidence,pnl_r,pnl_usd,holding_bars,session_bucket,structure_event,structure_scale,ob_state,bars_since_fvg_creation,bars_since_mitigation,mitigation_depth_pct,mitigation_touch_count,distance_prev_day_high,distance_prev_day_low,distance_eqh,distance_eql,ob_overlap_with_fvg,hour_sin,hour_cos,ob_state_code,session_bucket_code,structure_event_code,structure_scale_code,side_code,symbol_code,ml_oof_probability,hour_x,fvg_size_atr,hour_y,hour
D,EURUSD_19993_LONG_4216,EURUSD,LONG,2025-08-08 14:15:00+00:00,2025-08-08 16:00:00+00:00,2025-08-08 20:00:00+00:00,20000,1.0,0.8795413295477869,0.9871794871794436,29.615384615383302,16,overlap,bos,internal,none,7,1,-0.559999999999929,1,-6.064102564102662,5.230769230769531,-1.4358974358975016,2.935897435897705,0,-0.8660254037844385,-0.5000000000000004,0.0,2.0,0.0,0.0,0.0,0.0,0.6110455838040082,,0.3211009174313156,16,14
D,EURUSD_19993_LONG_4216,EURUSD,LONG,2025-08-08 14:15:00+00:00,2025-08-08 16:00:00+00:00,2025-08-08 20:00:00+00:00,20000,1.5,0.8795413295477869,0.658119658119629,19.74358974358887,16,overlap,bos,internal,none,7,1,-0.559999999999929,1,-6.064102564102662,5.230769230769531,-1.4358974358975016,2.935897435897705,0,-0.8660254037844385,-0.5000000000000004,0.0,2.0,0.0,0.0,0.0,0.0,0.6110455838040082,,0.3211009174313156,16,14
D,EURUSD_19993_LONG_4216,EURUSD,LONG,2025-08-08 14:15:00+00:00,2025-08-08 16:00:00+00:00,2025-08-08 20:00:00+00:00,20000,2.0,0.8795413295477869,0.4935897435897217,14.807692307691651,16,overlap,bos,internal,none,7,1,-0.559999999999929,1,-6.064102564102662,5.230769230769531,-1.4358974358975016,2.935897435897705,0,-0.8660254037844385,-0.5000000000000004,0.0,2.0,0.0,0.0,0.0,0.0,0.6110455838040082,,0.3211009174313156,16,14
D,EURUSD_20005_LONG_4217,EURUSD,LONG,2025-08-08 17:15:00+00:00,2025-08-08 17:45:00+00:00,2025-08-08 21:45:00+00:00,20007,1.0,0.8824925757249598,-1.0,-30.0,16,new_york,bos,internal,none,2,1,1.8000000000026646,2,-5.108269394714111,5.406649616368349,-0.8115942028985507,3.270247229326669,0,-0.9659258262890684,-0.2588190451025206,0.0,1.0,0.0,0.0,0.0,0.0,0.8689175746479211,,0.0611888111886679,17,17
D,EURUSD_20005_LONG_4217,EURUSD,LONG,2025-08-08 17:15:00+00:00,2025-08-08 17:45:00+00:00,2025-08-08 21:45:00+00:00,20007,1.5,0.8824925757249598,-0.0238704177324662,-0.7161125319739862,16,new_york,bos,internal,none,2,1,1.8000000000026646,2,-5.108269394714111,5.406649616368349,-0.8115942028985507,3.270247229326669,0,-0.9659258262890684,-0.2588190451025206,0.0,1.0,0.0,0.0,0.0,0.0,0.8689175746479211,,0.0611888111886679,17,17
D,EURUSD_20005_LONG_4217,EURUSD,LONG,2025-08-08 17:15:00+00:00,2025-08-08 17:45:00+00:00,2025-08-08 21:45:00+00:00,20007,2.0,0.8824925757249598,-0.0179028132993496,-0.5370843989804897,16,new_york,bos,internal,none,2,1,1.8000000000026646,2,-5.108269394714111,5.406649616368349,-0.8115942028985507,3.270247229326669,0,-0.9659258262890684,-0.2588190451025206,0.0,1.0,0.0,0.0,0.0,0.0,0.8689175746479211,,0.0611888111886679,17,17
D,EURUSD_20957_LONG_4425,EURUSD,LONG,2025-08-22 15:15:00+00:00,2025-08-22 15:45:00+00:00,2025-08-22 16:30:00+00:00,20959,1.0,0.8739327698499965,-1.0,-30.0,3,overlap,bos,internal,none,2,1,0.9166666666661528,2,-10.180107526881406,1.4112903225806772,-0.9596774193548436,3.274193548387188,0,-0.7071067811865471,-0.7071067811865479,0.0,2.0,0.0,0.0,0.0,0.0,0.6801297440107895,,0.6783310901752017,15,15
D,EURUSD_20957_LONG_4425,EURUSD,LONG,2025-08-22 15:15:00+00:00,2025-08-22 15:45:00+00:00,2025-08-22 16:45:00+00:00,20959,1.5,0.8739327698499965,-1.0,-30.0,4,overlap,bos,internal,none,2,1,0.9166666666661528,2,-10.180107526881406,1.4112903225806772,-0.9596774193548436,3.274193548387188,0,-0.7071067811865471,-0.7071067811865479,0.0,2.0,0.0,0.0,0.0,0.0,0.6801297440107895,,0.6783310901752017,15,15
D,EURUSD_20957_LONG_4425,EURUSD,LONG,2025-08-22 15:15:00+00:00,2025-08-22 15:45:00+00:00,2025-08-22 16:45:00+00:00,20959,2.0,0.8739327698499965,-1.0,-30.0,4,overlap,bos,internal,none,2,1,0.9166666666661528,2,-10.180107526881406,1.4112903225806772,-0.9596774193548436,3.274193548387188,0,-0.7071067811865471,-0.7071067811865479,0.0,2.0,0.0,0.0,0.0,0.0,0.6801297440107895,,0.6783310901752017,15,15
D,EURUSD_21733_LONG_4619,EURUSD,LONG,2025-09-03 17:15:00+00:00,2025-09-03 17:45:00+00:00,2025-09-03 21:45:00+00:00,21735,1.0,0.8801209144762733,-0.1821730644111693,-5.465191932335079,16,new_york,bos,internal,none,2,1,0.546052631579031,2,-4.955107351984452,4.6363044892648055,-1.5211450878334862,2.2953806115808546,0,-0.9659258262890684,-0.2588190451025206,0.0,1.0,0.0,0.0,0.0,0.0,0.839250204323386,,1.4891532540237684,17,17
D,EURUSD_21733_LONG_4619,EURUSD,LONG,2025-09-03 17:15:00+00:00,2025-09-03 17:45:00+00:00,2025-09-03 21:45:00+00:00,21735,1.5,0.8801209144762733,-0.1214487096074462,-3.6434612882233854,16,new_york,bos,internal,none,2,1,0.546052631579031,2,-4.955107351984452,4.6363044892648055,-1.5211450878334862,2.2953806115808546,0,-0.9659258262890684,-0.2588190451025206,0.0,1.0,0.0,0.0,0.0,0.0,0.839250204323386,,1.4891532540237684,17,17
